Дата;Местное время Тверь;Потребление факт, МВтч;;;
15.02.2018;20:00-21:00;780;15.02.2018;20;780
15.02.2018;21:00-22:00;751;15.02.2018;21;751
15.02.2018;22:00-23:00;704;15.02.2018;22;704
15.02.2018;23:00-24:00;657;15.02.2018;23;657
16.02.2018;00:00-01:00;618;16.02.2018;0;618
16.02.2018;01:00-02:00;595;16.02.2018;1;595
16.02.2018;02:00-03:00;584;16.02.2018;2;584
16.02.2018;03:00-04:00;581;16.02.2018;3;581
16.02.2018;04:00-05:00;587;16.02.2018;4;587
16.02.2018;05:00-06:00;609;16.02.2018;5;609
16.02.2018;06:00-07:00;661;16.02.2018;6;661
16.02.2018;07:00-08:00;718;16.02.2018;7;718
16.02.2018;08:00-09:00;758;16.02.2018;8;758
16.02.2018;09:00-10:00;787;16.02.2018;9;787
16.02.2018;10:00-11:00;787;16.02.2018;10;787
16.02.2018;11:00-12:00;778;16.02.2018;11;778
16.02.2018;12:00-13:00;760;16.02.2018;12;760
16.02.2018;13:00-14:00;768;16.02.2018;13;768
16.02.2018;14:00-15:00;759;16.02.2018;14;759
16.02.2018;15:00-16:00;749;16.02.2018;15;749
16.02.2018;16:00-17:00;739;16.02.2018;16;739
16.02.2018;17:00-18:00;744;16.02.2018;17;744
16.02.2018;18:00-19:00;786;16.02.2018;18;786
16.02.2018;19:00-20:00;782;16.02.2018;19;782
16.02.2018;20:00-21:00;766;16.02.2018;20;766
16.02.2018;21:00-22:00;741;16.02.2018;21;741
16.02.2018;22:00-23:00;697;16.02.2018;22;697
16.02.2018;23:00-24:00;652;16.02.2018;23;652
17.02.2018;00:00-01:00;614;17.02.2018;0;614
17.02.2018;01:00-02:00;587;17.02.2018;1;587
17.02.2018;02:00-03:00;573;17.02.2018;2;573
17.02.2018;03:00-04:00;568;17.02.2018;3;568
17.02.2018;04:00-05:00;568;17.02.2018;4;568
17.02.2018;05:00-06:00;579;17.02.2018;5;579
17.02.2018;06:00-07:00;604;17.02.2018;6;604
17.02.2018;07:00-08:00;633;17.02.2018;7;633
17.02.2018;08:00-09:00;664;17.02.2018;8;664
17.02.2018;09:00-10:00;696;17.02.2018;9;696
17.02.2018;10:00-11:00;705;17.02.2018;10;705
17.02.2018;11:00-12:00;704;17.02.2018;11;704
17.02.2018;12:00-13:00;693;17.02.2018;12;693
17.02.2018;13:00-14:00;685;17.02.2018;13;685
17.02.2018;14:00-15:00;680;17.02.2018;14;680
17.02.2018;15:00-16:00;678;17.02.2018;15;678
17.02.2018;16:00-17:00;680;17.02.2018;16;680
17.02.2018;17:00-18:00;692;17.02.2018;17;692
17.02.2018;18:00-19:00;735;17.02.2018;18;735
17.02.2018;19:00-20:00;737;17.02.2018;19;737
17.02.2018;20:00-21:00;724;17.02.2018;20;724
17.02.2018;21:00-22:00;700;17.02.2018;21;700
17.02.2018;22:00-23:00;664;17.02.2018;22;664
17.02.2018;23:00-24:00;624;17.02.2018;23;624
18.02.2018;00:00-01:00;590;18.02.2018;0;590
18.02.2018;01:00-02:00;568;18.02.2018;1;568
18.02.2018;02:00-03:00;556;18.02.2018;2;556
18.02.2018;03:00-04:00;550;18.02.2018;3;550
18.02.2018;04:00-05:00;550;18.02.2018;4;550
18.02.2018;05:00-06:00;559;18.02.2018;5;559
18.02.2018;06:00-07:00;576;18.02.2018;6;576
18.02.2018;07:00-08:00;594;18.02.2018;7;594
18.02.2018;08:00-09:00;619;18.02.2018;8;619
18.02.2018;09:00-10:00;655;18.02.2018;9;655
18.02.2018;10:00-11:00;672;18.02.2018;10;672
18.02.2018;11:00-12:00;668;18.02.2018;11;668
18.02.2018;12:00-13:00;658;18.02.2018;12;658
18.02.2018;13:00-14:00;650;18.02.2018;13;650
18.02.2018;14:00-15:00;645;18.02.2018;14;645
18.02.2018;15:00-16:00;643;18.02.2018;15;643
18.02.2018;16:00-17:00;648;18.02.2018;16;648
18.02.2018;17:00-18:00;666;18.02.2018;17;666
18.02.2018;18:00-19:00;719;18.02.2018;18;719
18.02.2018;19:00-20:00;724;18.02.2018;19;724
18.02.2018;20:00-21:00;713;18.02.2018;20;713
18.02.2018;21:00-22:00;691;18.02.2018;21;691
18.02.2018;22:00-23:00;650;18.02.2018;22;650
18.02.2018;23:00-24:00;606;18.02.2018;23;606
19.02.2018;00:00-01:00;572;19.02.2018;0;572
19.02.2018;01:00-02:00;553;19.02.2018;1;553
19.02.2018;02:00-03:00;543;19.02.2018;2;543
19.02.2018;03:00-04:00;541;19.02.2018;3;541
19.02.2018;04:00-05:00;546;19.02.2018;4;546
19.02.2018;05:00-06:00;570;19.02.2018;5;570
19.02.2018;06:00-07:00;623;19.02.2018;6;623
19.02.2018;07:00-08:00;685;19.02.2018;7;685
19.02.2018;08:00-09:00;727;19.02.2018;8;727
19.02.2018;09:00-10:00;753;19.02.2018;9;753
19.02.2018;10:00-11:00;751;19.02.2018;10;751
19.02.2018;11:00-12:00;743;19.02.2018;11;743
19.02.2018;12:00-13:00;719;19.02.2018;12;719
19.02.2018;13:00-14:00;727;19.02.2018;13;727
19.02.2018;14:00-15:00;721;19.02.2018;14;721
19.02.2018;15:00-16:00;713;19.02.2018;15;713
19.02.2018;16:00-17:00;703;19.02.2018;16;703
19.02.2018;17:00-18:00;704;19.02.2018;17;704
19.02.2018;18:00-19:00;750;19.02.2018;18;750
19.02.2018;19:00-20:00;756;19.02.2018;19;756
19.02.2018;20:00-21:00;743;19.02.2018;20;743
19.02.2018;21:00-22:00;715;19.02.2018;21;715
19.02.2018;22:00-23:00;669;19.02.2018;22;669
19.02.2018;23:00-24:00;623;19.02.2018;23;623
20.02.2018;00:00-01:00;584;20.02.2018;0;584
20.02.2018;01:00-02:00;563;20.02.2018;1;563
20.02.2018;02:00-03:00;554;20.02.2018;2;554
20.02.2018;03:00-04:00;552;20.02.2018;3;552
20.02.2018;04:00-05:00;560;20.02.2018;4;560
20.02.2018;05:00-06:00;581;20.02.2018;5;581
20.02.2018;06:00-07:00;630;20.02.2018;6;630
20.02.2018;07:00-08:00;690;20.02.2018;7;690
20.02.2018;08:00-09:00;733;20.02.2018;8;733
20.02.2018;09:00-10:00;762;20.02.2018;9;762
20.02.2018;10:00-11:00;761;20.02.2018;10;761
20.02.2018;11:00-12:00;753;20.02.2018;11;753
20.02.2018;12:00-13:00;733;20.02.2018;12;733
20.02.2018;13:00-14:00;739;20.02.2018;13;739
20.02.2018;14:00-15:00;732;20.02.2018;14;732
20.02.2018;15:00-16:00;724;20.02.2018;15;724
20.02.2018;16:00-17:00;717;20.02.2018;16;717
20.02.2018;17:00-18:00;714;20.02.2018;17;714
20.02.2018;18:00-19:00;762;20.02.2018;18;762
20.02.2018;19:00-20:00;771;20.02.2018;19;771
20.02.2018;20:00-21:00;761;20.02.2018;20;761
20.02.2018;21:00-22:00;732;20.02.2018;21;732
20.02.2018;22:00-23:00;685;20.02.2018;22;685
20.02.2018;23:00-24:00;641;20.02.2018;23;641
21.02.2018;00:00-01:00;606;21.02.2018;0;606
21.02.2018;01:00-02:00;586;21.02.2018;1;586
21.02.2018;02:00-03:00;579;21.02.2018;2;579
21.02.2018;03:00-04:00;576;21.02.2018;3;576
21.02.2018;04:00-05:00;585;21.02.2018;4;585
21.02.2018;05:00-06:00;606;21.02.2018;5;606
21.02.2018;06:00-07:00;658;21.02.2018;6;658
21.02.2018;07:00-08:00;717;21.02.2018;7;717
21.02.2018;08:00-09:00;764;21.02.2018;8;764
21.02.2018;09:00-10:00;797;21.02.2018;9;797
21.02.2018;10:00-11:00;797;21.02.2018;10;797
21.02.2018;11:00-12:00;787;21.02.2018;11;787
21.02.2018;12:00-13:00;760;21.02.2018;12;760
21.02.2018;13:00-14:00;761;21.02.2018;13;761
21.02.2018;14:00-15:00;754;21.02.2018;14;754
21.02.2018;15:00-16:00;751;21.02.2018;15;751
21.02.2018;16:00-17:00;745;21.02.2018;16;745
21.02.2018;17:00-18:00;745;21.02.2018;17;745
21.02.2018;18:00-19:00;788;21.02.2018;18;788
21.02.2018;19:00-20:00;797;21.02.2018;19;797
21.02.2018;20:00-21:00;783;21.02.2018;20;783
21.02.2018;21:00-22:00;756;21.02.2018;21;756
21.02.2018;22:00-23:00;706;21.02.2018;22;706
21.02.2018;23:00-24:00;655;21.02.2018;23;655
22.02.2018;00:00-01:00;620;22.02.2018;0;620
22.02.2018;01:00-02:00;601;22.02.2018;1;601
22.02.2018;02:00-03:00;593;22.02.2018;2;593
22.02.2018;03:00-04:00;591;22.02.2018;3;591
22.02.2018;04:00-05:00;600;22.02.2018;4;600
22.02.2018;05:00-06:00;621;22.02.2018;5;621
22.02.2018;06:00-07:00;673;22.02.2018;6;673
22.02.2018;07:00-08:00;729;22.02.2018;7;729
22.02.2018;08:00-09:00;778;22.02.2018;8;778
22.02.2018;09:00-10:00;808;22.02.2018;9;808
22.02.2018;10:00-11:00;801;22.02.2018;10;801
22.02.2018;11:00-12:00;789;22.02.2018;11;789
22.02.2018;12:00-13:00;768;22.02.2018;12;768
22.02.2018;13:00-14:00;763;22.02.2018;13;763
22.02.2018;14:00-15:00;751;22.02.2018;14;751
22.02.2018;15:00-16:00;733;22.02.2018;15;733
22.02.2018;16:00-17:00;725;22.02.2018;16;725
22.02.2018;17:00-18:00;733;22.02.2018;17;733
22.02.2018;18:00-19:00;783;22.02.2018;18;783
22.02.2018;19:00-20:00;794;22.02.2018;19;794
22.02.2018;20:00-21:00;784;22.02.2018;20;784
22.02.2018;21:00-22:00;757;22.02.2018;21;757
22.02.2018;22:00-23:00;712;22.02.2018;22;712
22.02.2018;23:00-24:00;673;22.02.2018;23;673
23.02.2018;00:00-01:00;637;23.02.2018;0;637
23.02.2018;01:00-02:00;616;23.02.2018;1;616
23.02.2018;02:00-03:00;605;23.02.2018;2;605
23.02.2018;03:00-04:00;600;23.02.2018;3;600
23.02.2018;04:00-05:00;601;23.02.2018;4;601
23.02.2018;05:00-06:00;612;23.02.2018;5;612
23.02.2018;06:00-07:00;639;23.02.2018;6;639
23.02.2018;07:00-08:00;655;23.02.2018;7;655
23.02.2018;08:00-09:00;689;23.02.2018;8;689
23.02.2018;09:00-10:00;728;23.02.2018;9;728
23.02.2018;10:00-11:00;740;23.02.2018;10;740
23.02.2018;11:00-12:00;733;23.02.2018;11;733
23.02.2018;12:00-13:00;720;23.02.2018;12;720
23.02.2018;13:00-14:00;705;23.02.2018;13;705
23.02.2018;14:00-15:00;702;23.02.2018;14;702
23.02.2018;15:00-16:00;698;23.02.2018;15;698
23.02.2018;16:00-17:00;698;23.02.2018;16;698
23.02.2018;17:00-18:00;708;23.02.2018;17;708
23.02.2018;18:00-19:00;755;23.02.2018;18;755
23.02.2018;19:00-20:00;771;23.02.2018;19;771
23.02.2018;20:00-21:00;763;23.02.2018;20;763
23.02.2018;21:00-22:00;740;23.02.2018;21;740
23.02.2018;22:00-23:00;706;23.02.2018;22;706
23.02.2018;23:00-24:00;675;23.02.2018;23;675
24.02.2018;00:00-01:00;642;24.02.2018;0;642
24.02.2018;01:00-02:00;622;24.02.2018;1;622
24.02.2018;02:00-03:00;610;24.02.2018;2;610
24.02.2018;03:00-04:00;605;24.02.2018;3;605
24.02.2018;04:00-05:00;608;24.02.2018;4;608
24.02.2018;05:00-06:00;619;24.02.2018;5;619
24.02.2018;06:00-07:00;642;24.02.2018;6;642
24.02.2018;07:00-08:00;659;24.02.2018;7;659
24.02.2018;08:00-09:00;694;24.02.2018;8;694
24.02.2018;09:00-10:00;732;24.02.2018;9;732
24.02.2018;10:00-11:00;746;24.02.2018;10;746
24.02.2018;11:00-12:00;742;24.02.2018;11;742
24.02.2018;12:00-13:00;731;24.02.2018;12;731
24.02.2018;13:00-14:00;719;24.02.2018;13;719
24.02.2018;14:00-15:00;712;24.02.2018;14;712
24.02.2018;15:00-16:00;707;24.02.2018;15;707
24.02.2018;16:00-17:00;711;24.02.2018;16;711
24.02.2018;17:00-18:00;722;24.02.2018;17;722
24.02.2018;18:00-19:00;767;24.02.2018;18;767
24.02.2018;19:00-20:00;788;24.02.2018;19;788
24.02.2018;20:00-21:00;777;24.02.2018;20;777
24.02.2018;21:00-22:00;754;24.02.2018;21;754
24.02.2018;22:00-23:00;717;24.02.2018;22;717
24.02.2018;23:00-24:00;680;24.02.2018;23;680
25.02.2018;00:00-01:00;649;25.02.2018;0;649
25.02.2018;01:00-02:00;625;25.02.2018;1;625
25.02.2018;02:00-03:00;615;25.02.2018;2;615
25.02.2018;03:00-04:00;612;25.02.2018;3;612
25.02.2018;04:00-05:00;614;25.02.2018;4;614
25.02.2018;05:00-06:00;625;25.02.2018;5;625
25.02.2018;06:00-07:00;646;25.02.2018;6;646
25.02.2018;07:00-08:00;665;25.02.2018;7;665
25.02.2018;08:00-09:00;703;25.02.2018;8;703
25.02.2018;09:00-10:00;738;25.02.2018;9;738
25.02.2018;10:00-11:00;750;25.02.2018;10;750
25.02.2018;11:00-12:00;751;25.02.2018;11;751
25.02.2018;12:00-13:00;743;25.02.2018;12;743
25.02.2018;13:00-14:00;732;25.02.2018;13;732
25.02.2018;14:00-15:00;723;25.02.2018;14;723
25.02.2018;15:00-16:00;717;25.02.2018;15;717
25.02.2018;16:00-17:00;718;25.02.2018;16;718
25.02.2018;17:00-18:00;731;25.02.2018;17;731
25.02.2018;18:00-19:00;778;25.02.2018;18;778
25.02.2018;19:00-20:00;798;25.02.2018;19;798
25.02.2018;20:00-21:00;787;25.02.2018;20;787
25.02.2018;21:00-22:00;762;25.02.2018;21;762
25.02.2018;22:00-23:00;718;25.02.2018;22;718
25.02.2018;23:00-24:00;677;25.02.2018;23;677
26.02.2018;00:00-01:00;643;26.02.2018;0;643
26.02.2018;01:00-02:00;624;26.02.2018;1;624
26.02.2018;02:00-03:00;617;26.02.2018;2;617
26.02.2018;03:00-04:00;616;26.02.2018;3;616
26.02.2018;04:00-05:00;623;26.02.2018;4;623
26.02.2018;05:00-06:00;649;26.02.2018;5;649
26.02.2018;06:00-07:00;709;26.02.2018;6;709
26.02.2018;07:00-08:00;766;26.02.2018;7;766
26.02.2018;08:00-09:00;820;26.02.2018;8;820
26.02.2018;09:00-10:00;855;26.02.2018;9;855
26.02.2018;10:00-11:00;853;26.02.2018;10;853
26.02.2018;11:00-12:00;845;26.02.2018;11;845
26.02.2018;12:00-13:00;818;26.02.2018;12;818
26.02.2018;13:00-14:00;821;26.02.2018;13;821
26.02.2018;14:00-15:00;812;26.02.2018;14;812
26.02.2018;15:00-16:00;800;26.02.2018;15;800
26.02.2018;16:00-17:00;789;26.02.2018;16;789
26.02.2018;17:00-18:00;785;26.02.2018;17;785
26.02.2018;18:00-19:00;821;26.02.2018;18;821
26.02.2018;19:00-20:00;843;26.02.2018;19;843
26.02.2018;20:00-21:00;835;26.02.2018;20;835
26.02.2018;21:00-22:00;803;26.02.2018;21;803
26.02.2018;22:00-23:00;754;26.02.2018;22;754
26.02.2018;23:00-24:00;706;26.02.2018;23;706
27.02.2018;00:00-01:00;670;27.02.2018;0;670
27.02.2018;01:00-02:00;652;27.02.2018;1;652
27.02.2018;02:00-03:00;646;27.02.2018;2;646
27.02.2018;03:00-04:00;645;27.02.2018;3;645
27.02.2018;04:00-05:00;651;27.02.2018;4;651
27.02.2018;05:00-06:00;675;27.02.2018;5;675
27.02.2018;06:00-07:00;730;27.02.2018;6;730
27.02.2018;07:00-08:00;783;27.02.2018;7;783
27.02.2018;08:00-09:00;834;27.02.2018;8;834
27.02.2018;09:00-10:00;868;27.02.2018;9;868
27.02.2018;10:00-11:00;864;27.02.2018;10;864
27.02.2018;11:00-12:00;855;27.02.2018;11;855
27.02.2018;12:00-13:00;842;27.02.2018;12;842
27.02.2018;13:00-14:00;842;27.02.2018;13;842
27.02.2018;14:00-15:00;829;27.02.2018;14;829
27.02.2018;15:00-16:00;820;27.02.2018;15;820
27.02.2018;16:00-17:00;811;27.02.2018;16;811
27.02.2018;17:00-18:00;806;27.02.2018;17;806
27.02.2018;18:00-19:00;842;27.02.2018;18;842
27.02.2018;19:00-20:00;861;27.02.2018;19;861
27.02.2018;20:00-21:00;848;27.02.2018;20;848
27.02.2018;21:00-22:00;818;27.02.2018;21;818
27.02.2018;22:00-23:00;768;27.02.2018;22;768
27.02.2018;23:00-24:00;716;27.02.2018;23;716
28.02.2018;00:00-01:00;677;28.02.2018;0;677
28.02.2018;01:00-02:00;659;28.02.2018;1;659
28.02.2018;02:00-03:00;652;28.02.2018;2;652
28.02.2018;03:00-04:00;651;28.02.2018;3;651
28.02.2018;04:00-05:00;659;28.02.2018;4;659
28.02.2018;05:00-06:00;681;28.02.2018;5;681
28.02.2018;06:00-07:00;734;28.02.2018;6;734
28.02.2018;07:00-08:00;786;28.02.2018;7;786
28.02.2018;08:00-09:00;838;28.02.2018;8;838
28.02.2018;09:00-10:00;874;28.02.2018;9;874
28.02.2018;10:00-11:00;874;28.02.2018;10;874
28.02.2018;11:00-12:00;868;28.02.2018;11;868
28.02.2018;12:00-13:00;849;28.02.2018;12;849
28.02.2018;13:00-14:00;851;28.02.2018;13;851
28.02.2018;14:00-15:00;841;28.02.2018;14;841
28.02.2018;15:00-16:00;830;28.02.2018;15;830
28.02.2018;16:00-17:00;819;28.02.2018;16;819
28.02.2018;17:00-18:00;815;28.02.2018;17;815
28.02.2018;18:00-19:00;847;28.02.2018;18;847
28.02.2018;19:00-20:00;863;28.02.2018;19;863
28.02.2018;20:00-21:00;850;28.02.2018;20;850
28.02.2018;21:00-22:00;820;28.02.2018;21;820
28.02.2018;22:00-23:00;770;28.02.2018;22;770
28.02.2018;23:00-24:00;721;28.02.2018;23;721
01.03.2018;00:00-01:00;681;01.03.2018;0;681
01.03.2018;01:00-02:00;660;01.03.2018;1;660
01.03.2018;02:00-03:00;653;01.03.2018;2;653
01.03.2018;03:00-04:00;651;01.03.2018;3;651
01.03.2018;04:00-05:00;658;01.03.2018;4;658
01.03.2018;05:00-06:00;680;01.03.2018;5;680
01.03.2018;06:00-07:00;732;01.03.2018;6;732
01.03.2018;07:00-08:00;780;01.03.2018;7;780
01.03.2018;08:00-09:00;830;01.03.2018;8;830
01.03.2018;09:00-10:00;862;01.03.2018;9;862
01.03.2018;10:00-11:00;858;01.03.2018;10;858
01.03.2018;11:00-12:00;846;01.03.2018;11;846
01.03.2018;12:00-13:00;827;01.03.2018;12;827
01.03.2018;13:00-14:00;826;01.03.2018;13;826
01.03.2018;14:00-15:00;819;01.03.2018;14;819
01.03.2018;15:00-16:00;808;01.03.2018;15;808
01.03.2018;16:00-17:00;794;01.03.2018;16;794
01.03.2018;17:00-18:00;788;01.03.2018;17;788
01.03.2018;18:00-19:00;825;01.03.2018;18;825
01.03.2018;19:00-20:00;846;01.03.2018;19;846
01.03.2018;20:00-21:00;832;01.03.2018;20;832
01.03.2018;21:00-22:00;798;01.03.2018;21;798
01.03.2018;22:00-23:00;752;01.03.2018;22;752
01.03.2018;23:00-24:00;704;01.03.2018;23;704
02.03.2018;00:00-01:00;667;02.03.2018;0;667
02.03.2018;01:00-02:00;646;02.03.2018;1;646
02.03.2018;02:00-03:00;637;02.03.2018;2;637
02.03.2018;03:00-04:00;635;02.03.2018;3;635
02.03.2018;04:00-05:00;641;02.03.2018;4;641
02.03.2018;05:00-06:00;663;02.03.2018;5;663
02.03.2018;06:00-07:00;713;02.03.2018;6;713
02.03.2018;07:00-08:00;764;02.03.2018;7;764
02.03.2018;08:00-09:00;818;02.03.2018;8;818
02.03.2018;09:00-10:00;848;02.03.2018;9;848
02.03.2018;10:00-11:00;846;02.03.2018;10;846
02.03.2018;11:00-12:00;838;02.03.2018;11;838
02.03.2018;12:00-13:00;824;02.03.2018;12;824
02.03.2018;13:00-14:00;824;02.03.2018;13;824
02.03.2018;14:00-15:00;816;02.03.2018;14;816
02.03.2018;15:00-16:00;807;02.03.2018;15;807
02.03.2018;16:00-17:00;792;02.03.2018;16;792
02.03.2018;17:00-18:00;785;02.03.2018;17;785
02.03.2018;18:00-19:00;813;02.03.2018;18;813
02.03.2018;19:00-20:00;831;02.03.2018;19;831
02.03.2018;20:00-21:00;816;02.03.2018;20;816
02.03.2018;21:00-22:00;788;02.03.2018;21;788
02.03.2018;22:00-23:00;740;02.03.2018;22;740
02.03.2018;23:00-24:00;693;02.03.2018;23;693
03.03.2018;00:00-01:00;659;03.03.2018;0;659
03.03.2018;01:00-02:00;637;03.03.2018;1;637
03.03.2018;02:00-03:00;625;03.03.2018;2;625
03.03.2018;03:00-04:00;621;03.03.2018;3;621
03.03.2018;04:00-05:00;619;03.03.2018;4;619
03.03.2018;05:00-06:00;630;03.03.2018;5;630
03.03.2018;06:00-07:00;652;03.03.2018;6;652
03.03.2018;07:00-08:00;668;03.03.2018;7;668
03.03.2018;08:00-09:00;713;03.03.2018;8;713
03.03.2018;09:00-10:00;749;03.03.2018;9;749
03.03.2018;10:00-11:00;755;03.03.2018;10;755
03.03.2018;11:00-12:00;750;03.03.2018;11;750
03.03.2018;12:00-13:00;736;03.03.2018;12;736
03.03.2018;13:00-14:00;727;03.03.2018;13;727
03.03.2018;14:00-15:00;715;03.03.2018;14;715
03.03.2018;15:00-16:00;707;03.03.2018;15;707
03.03.2018;16:00-17:00;706;03.03.2018;16;706
03.03.2018;17:00-18:00;714;03.03.2018;17;714
03.03.2018;18:00-19:00;750;03.03.2018;18;750
03.03.2018;19:00-20:00;778;03.03.2018;19;778
03.03.2018;20:00-21:00;769;03.03.2018;20;769
03.03.2018;21:00-22:00;746;03.03.2018;21;746
03.03.2018;22:00-23:00;708;03.03.2018;22;708
03.03.2018;23:00-24:00;668;03.03.2018;23;668
04.03.2018;00:00-01:00;633;04.03.2018;0;633
04.03.2018;01:00-02:00;611;04.03.2018;1;611
04.03.2018;02:00-03:00;602;04.03.2018;2;602
04.03.2018;03:00-04:00;598;04.03.2018;3;598
04.03.2018;04:00-05:00;598;04.03.2018;4;598
04.03.2018;05:00-06:00;608;04.03.2018;5;608
04.03.2018;06:00-07:00;623;04.03.2018;6;623
04.03.2018;07:00-08:00;630;04.03.2018;7;630
04.03.2018;08:00-09:00;668;04.03.2018;8;668
04.03.2018;09:00-10:00;707;04.03.2018;9;707
04.03.2018;10:00-11:00;725;04.03.2018;10;725
04.03.2018;11:00-12:00;730;04.03.2018;11;730
04.03.2018;12:00-13:00;728;04.03.2018;12;728
04.03.2018;13:00-14:00;724;04.03.2018;13;724
04.03.2018;14:00-15:00;717;04.03.2018;14;717
04.03.2018;15:00-16:00;713;04.03.2018;15;713
04.03.2018;16:00-17:00;716;04.03.2018;16;716
04.03.2018;17:00-18:00;724;04.03.2018;17;724
04.03.2018;18:00-19:00;758;04.03.2018;18;758
04.03.2018;19:00-20:00;783;04.03.2018;19;783
04.03.2018;20:00-21:00;774;04.03.2018;20;774
04.03.2018;21:00-22:00;747;04.03.2018;21;747
04.03.2018;22:00-23:00;701;04.03.2018;22;701
04.03.2018;23:00-24:00;659;04.03.2018;23;659
05.03.2018;00:00-01:00;626;05.03.2018;0;626
05.03.2018;01:00-02:00;605;05.03.2018;1;605
05.03.2018;02:00-03:00;594;05.03.2018;2;594
05.03.2018;03:00-04:00;593;05.03.2018;3;593
05.03.2018;04:00-05:00;599;05.03.2018;4;599
05.03.2018;05:00-06:00;625;05.03.2018;5;625
05.03.2018;06:00-07:00;681;05.03.2018;6;681
05.03.2018;07:00-08:00;728;05.03.2018;7;728
05.03.2018;08:00-09:00;782;05.03.2018;8;782
05.03.2018;09:00-10:00;819;05.03.2018;9;819
05.03.2018;10:00-11:00;822;05.03.2018;10;822
05.03.2018;11:00-12:00;814;05.03.2018;11;814
05.03.2018;12:00-13:00;793;05.03.2018;12;793
05.03.2018;13:00-14:00;794;05.03.2018;13;794
05.03.2018;14:00-15:00;785;05.03.2018;14;785
05.03.2018;15:00-16:00;773;05.03.2018;15;773
05.03.2018;16:00-17:00;758;05.03.2018;16;758
05.03.2018;17:00-18:00;746;05.03.2018;17;746
05.03.2018;18:00-19:00;780;05.03.2018;18;780
05.03.2018;19:00-20:00;817;05.03.2018;19;817
05.03.2018;20:00-21:00;807;05.03.2018;20;807
05.03.2018;21:00-22:00;772;05.03.2018;21;772
05.03.2018;22:00-23:00;722;05.03.2018;22;722
05.03.2018;23:00-24:00;677;05.03.2018;23;677
06.03.2018;00:00-01:00;640;06.03.2018;0;640
06.03.2018;01:00-02:00;622;06.03.2018;1;622
06.03.2018;02:00-03:00;616;06.03.2018;2;616
06.03.2018;03:00-04:00;613;06.03.2018;3;613
06.03.2018;04:00-05:00;621;06.03.2018;4;621
06.03.2018;05:00-06:00;643;06.03.2018;5;643
06.03.2018;06:00-07:00;693;06.03.2018;6;693
06.03.2018;07:00-08:00;740;06.03.2018;7;740
06.03.2018;08:00-09:00;798;06.03.2018;8;798
06.03.2018;09:00-10:00;830;06.03.2018;9;830
06.03.2018;10:00-11:00;824;06.03.2018;10;824
06.03.2018;11:00-12:00;813;06.03.2018;11;813
06.03.2018;12:00-13:00;791;06.03.2018;12;791
06.03.2018;13:00-14:00;793;06.03.2018;13;793
06.03.2018;14:00-15:00;784;06.03.2018;14;784
06.03.2018;15:00-16:00;769;06.03.2018;15;769
06.03.2018;16:00-17:00;761;06.03.2018;16;761
06.03.2018;17:00-18:00;758;06.03.2018;17;758
06.03.2018;18:00-19:00;785;06.03.2018;18;785
06.03.2018;19:00-20:00;815;06.03.2018;19;815
06.03.2018;20:00-21:00;802;06.03.2018;20;802
06.03.2018;21:00-22:00;773;06.03.2018;21;773
06.03.2018;22:00-23:00;725;06.03.2018;22;725
06.03.2018;23:00-24:00;674;06.03.2018;23;674
07.03.2018;00:00-01:00;637;07.03.2018;0;637
07.03.2018;01:00-02:00;619;07.03.2018;1;619
07.03.2018;02:00-03:00;610;07.03.2018;2;610
07.03.2018;03:00-04:00;607;07.03.2018;3;607
07.03.2018;04:00-05:00;614;07.03.2018;4;614
07.03.2018;05:00-06:00;637;07.03.2018;5;637
07.03.2018;06:00-07:00;686;07.03.2018;6;686
07.03.2018;07:00-08:00;731;07.03.2018;7;731
07.03.2018;08:00-09:00;785;07.03.2018;8;785
07.03.2018;09:00-10:00;814;07.03.2018;9;814
07.03.2018;10:00-11:00;809;07.03.2018;10;809
07.03.2018;11:00-12:00;796;07.03.2018;11;796
07.03.2018;12:00-13:00;772;07.03.2018;12;772
07.03.2018;13:00-14:00;771;07.03.2018;13;771
07.03.2018;14:00-15:00;756;07.03.2018;14;756
07.03.2018;15:00-16:00;737;07.03.2018;15;737
07.03.2018;16:00-17:00;729;07.03.2018;16;729
07.03.2018;17:00-18:00;731;07.03.2018;17;731
07.03.2018;18:00-19:00;758;07.03.2018;18;758
07.03.2018;19:00-20:00;793;07.03.2018;19;793
07.03.2018;20:00-21:00;779;07.03.2018;20;779
07.03.2018;21:00-22:00;750;07.03.2018;21;750
07.03.2018;22:00-23:00;705;07.03.2018;22;705
07.03.2018;23:00-24:00;658;07.03.2018;23;658
08.03.2018;00:00-01:00;625;08.03.2018;0;625
08.03.2018;01:00-02:00;601;08.03.2018;1;601
08.03.2018;02:00-03:00;587;08.03.2018;2;587
08.03.2018;03:00-04:00;581;08.03.2018;3;581
08.03.2018;04:00-05:00;582;08.03.2018;4;582
08.03.2018;05:00-06:00;590;08.03.2018;5;590
08.03.2018;06:00-07:00;605;08.03.2018;6;605
08.03.2018;07:00-08:00;613;08.03.2018;7;613
08.03.2018;08:00-09:00;652;08.03.2018;8;652
08.03.2018;09:00-10:00;683;08.03.2018;9;683
08.03.2018;10:00-11:00;692;08.03.2018;10;692
08.03.2018;11:00-12:00;687;08.03.2018;11;687
08.03.2018;12:00-13:00;677;08.03.2018;12;677
08.03.2018;13:00-14:00;666;08.03.2018;13;666
08.03.2018;14:00-15:00;655;08.03.2018;14;655
