Дата;Местное время Тверь;Потребление факт, МВтч;;;
30.05.2017;19:00-20:00;501;30.05.2017;19;501
30.05.2017;20:00-21:00;514;30.05.2017;20;514
30.05.2017;21:00-22:00;537;30.05.2017;21;537
30.05.2017;22:00-23:00;532;30.05.2017;22;532
30.05.2017;23:00-24:00;476;30.05.2017;23;476
31.05.2017;00:00-01:00;429;31.05.2017;0;429
31.05.2017;01:00-02:00;406;31.05.2017;1;406
31.05.2017;02:00-03:00;395;31.05.2017;2;395
31.05.2017;03:00-04:00;380;31.05.2017;3;380
31.05.2017;04:00-05:00;374;31.05.2017;4;374
31.05.2017;05:00-06:00;386;31.05.2017;5;386
31.05.2017;06:00-07:00;430;31.05.2017;6;430
31.05.2017;07:00-08:00;489;31.05.2017;7;489
31.05.2017;08:00-09:00;555;31.05.2017;8;555
31.05.2017;09:00-10:00;592;31.05.2017;9;592
31.05.2017;10:00-11:00;592;31.05.2017;10;592
31.05.2017;11:00-12:00;590;31.05.2017;11;590
31.05.2017;12:00-13:00;577;31.05.2017;12;577
31.05.2017;13:00-14:00;591;31.05.2017;13;591
31.05.2017;14:00-15:00;589;31.05.2017;14;589
31.05.2017;15:00-16:00;585;31.05.2017;15;585
31.05.2017;16:00-17:00;571;31.05.2017;16;571
31.05.2017;17:00-18:00;556;31.05.2017;17;556
31.05.2017;18:00-19:00;553;31.05.2017;18;553
31.05.2017;19:00-20:00;557;31.05.2017;19;557
31.05.2017;20:00-21:00;563;31.05.2017;20;563
31.05.2017;21:00-22:00;566;31.05.2017;21;566
31.05.2017;22:00-23:00;537;31.05.2017;22;537
31.05.2017;23:00-24:00;480;31.05.2017;23;480
01.06.2017;00:00-01:00;431;01.06.2017;0;431
01.06.2017;01:00-02:00;409;01.06.2017;1;409
01.06.2017;02:00-03:00;397;01.06.2017;2;397
01.06.2017;03:00-04:00;381;01.06.2017;3;381
01.06.2017;04:00-05:00;373;01.06.2017;4;373
01.06.2017;05:00-06:00;386;01.06.2017;5;386
01.06.2017;06:00-07:00;428;01.06.2017;6;428
01.06.2017;07:00-08:00;484;01.06.2017;7;484
01.06.2017;08:00-09:00;541;01.06.2017;8;541
01.06.2017;09:00-10:00;575;01.06.2017;9;575
01.06.2017;10:00-11:00;580;01.06.2017;10;580
01.06.2017;11:00-12:00;581;01.06.2017;11;581
01.06.2017;12:00-13:00;564;01.06.2017;12;564
01.06.2017;13:00-14:00;573;01.06.2017;13;573
01.06.2017;14:00-15:00;566;01.06.2017;14;566
01.06.2017;15:00-16:00;558;01.06.2017;15;558
01.06.2017;16:00-17:00;542;01.06.2017;16;542
01.06.2017;17:00-18:00;528;01.06.2017;17;528
01.06.2017;18:00-19:00;533;01.06.2017;18;533
01.06.2017;19:00-20:00;540;01.06.2017;19;540
01.06.2017;20:00-21:00;551;01.06.2017;20;551
01.06.2017;21:00-22:00;569;01.06.2017;21;569
01.06.2017;22:00-23:00;559;01.06.2017;22;559
01.06.2017;23:00-24:00;506;01.06.2017;23;506
02.06.2017;00:00-01:00;453;02.06.2017;0;453
02.06.2017;01:00-02:00;423;02.06.2017;1;423
02.06.2017;02:00-03:00;418;02.06.2017;2;418
02.06.2017;03:00-04:00;403;02.06.2017;3;403
02.06.2017;04:00-05:00;397;02.06.2017;4;397
02.06.2017;05:00-06:00;411;02.06.2017;5;411
02.06.2017;06:00-07:00;457;02.06.2017;6;457
02.06.2017;07:00-08:00;523;02.06.2017;7;523
02.06.2017;08:00-09:00;591;02.06.2017;8;591
02.06.2017;09:00-10:00;630;02.06.2017;9;630
02.06.2017;10:00-11:00;632;02.06.2017;10;632
02.06.2017;11:00-12:00;626;02.06.2017;11;626
02.06.2017;12:00-13:00;606;02.06.2017;12;606
02.06.2017;13:00-14:00;611;02.06.2017;13;611
02.06.2017;14:00-15:00;602;02.06.2017;14;602
02.06.2017;15:00-16:00;589;02.06.2017;15;589
02.06.2017;16:00-17:00;570;02.06.2017;16;570
02.06.2017;17:00-18:00;547;02.06.2017;17;547
02.06.2017;18:00-19:00;563;02.06.2017;18;563
02.06.2017;19:00-20:00;581;02.06.2017;19;581
02.06.2017;20:00-21:00;596;02.06.2017;20;596
02.06.2017;21:00-22:00;609;02.06.2017;21;609
02.06.2017;22:00-23:00;595;02.06.2017;22;595
02.06.2017;23:00-24:00;548;02.06.2017;23;548
03.06.2017;00:00-01:00;506;03.06.2017;0;506
03.06.2017;01:00-02:00;477;03.06.2017;1;477
03.06.2017;02:00-03:00;460;03.06.2017;2;460
03.06.2017;03:00-04:00;442;03.06.2017;3;442
03.06.2017;04:00-05:00;427;03.06.2017;4;427
03.06.2017;05:00-06:00;430;03.06.2017;5;430
03.06.2017;06:00-07:00;453;03.06.2017;6;453
03.06.2017;07:00-08:00;486;03.06.2017;7;486
03.06.2017;08:00-09:00;538;03.06.2017;8;538
03.06.2017;09:00-10:00;575;03.06.2017;9;575
03.06.2017;10:00-11:00;587;03.06.2017;10;587
03.06.2017;11:00-12:00;589;03.06.2017;11;589
03.06.2017;12:00-13:00;580;03.06.2017;12;580
03.06.2017;13:00-14:00;577;03.06.2017;13;577
03.06.2017;14:00-15:00;573;03.06.2017;14;573
03.06.2017;15:00-16:00;566;03.06.2017;15;566
03.06.2017;16:00-17:00;555;03.06.2017;16;555
03.06.2017;17:00-18:00;553;03.06.2017;17;553
03.06.2017;18:00-19:00;561;03.06.2017;18;561
03.06.2017;19:00-20:00;569;03.06.2017;19;569
03.06.2017;20:00-21:00;580;03.06.2017;20;580
03.06.2017;21:00-22:00;597;03.06.2017;21;597
03.06.2017;22:00-23:00;586;03.06.2017;22;586
03.06.2017;23:00-24:00;542;03.06.2017;23;542
04.06.2017;00:00-01:00;498;04.06.2017;0;498
04.06.2017;01:00-02:00;469;04.06.2017;1;469
04.06.2017;02:00-03:00;451;04.06.2017;2;451
04.06.2017;03:00-04:00;434;04.06.2017;3;434
04.06.2017;04:00-05:00;424;04.06.2017;4;424
04.06.2017;05:00-06:00;427;04.06.2017;5;427
04.06.2017;06:00-07:00;440;04.06.2017;6;440
04.06.2017;07:00-08:00;468;04.06.2017;7;468
04.06.2017;08:00-09:00;509;04.06.2017;8;509
04.06.2017;09:00-10:00;541;04.06.2017;9;541
04.06.2017;10:00-11:00;546;04.06.2017;10;546
04.06.2017;11:00-12:00;538;04.06.2017;11;538
04.06.2017;12:00-13:00;529;04.06.2017;12;529
04.06.2017;13:00-14:00;526;04.06.2017;13;526
04.06.2017;14:00-15:00;525;04.06.2017;14;525
04.06.2017;15:00-16:00;524;04.06.2017;15;524
04.06.2017;16:00-17:00;524;04.06.2017;16;524
04.06.2017;17:00-18:00;526;04.06.2017;17;526
04.06.2017;18:00-19:00;527;04.06.2017;18;527
04.06.2017;19:00-20:00;535;04.06.2017;19;535
04.06.2017;20:00-21:00;548;04.06.2017;20;548
04.06.2017;21:00-22:00;565;04.06.2017;21;565
04.06.2017;22:00-23:00;559;04.06.2017;22;559
04.06.2017;23:00-24:00;512;04.06.2017;23;512
05.06.2017;00:00-01:00;469;05.06.2017;0;469
05.06.2017;01:00-02:00;443;05.06.2017;1;443
05.06.2017;02:00-03:00;432;05.06.2017;2;432
05.06.2017;03:00-04:00;415;05.06.2017;3;415
05.06.2017;04:00-05:00;411;05.06.2017;4;411
05.06.2017;05:00-06:00;428;05.06.2017;5;428
05.06.2017;06:00-07:00;474;05.06.2017;6;474
05.06.2017;07:00-08:00;529;05.06.2017;7;529
05.06.2017;08:00-09:00;598;05.06.2017;8;598
05.06.2017;09:00-10:00;640;05.06.2017;9;640
05.06.2017;10:00-11:00;652;05.06.2017;10;652
05.06.2017;11:00-12:00;661;05.06.2017;11;661
05.06.2017;12:00-13:00;657;05.06.2017;12;657
05.06.2017;13:00-14:00;674;05.06.2017;13;674
05.06.2017;14:00-15:00;673;05.06.2017;14;673
05.06.2017;15:00-16:00;671;05.06.2017;15;671
05.06.2017;16:00-17:00;653;05.06.2017;16;653
05.06.2017;17:00-18:00;631;05.06.2017;17;631
05.06.2017;18:00-19:00;635;05.06.2017;18;635
05.06.2017;19:00-20:00;635;05.06.2017;19;635
05.06.2017;20:00-21:00;632;05.06.2017;20;632
05.06.2017;21:00-22:00;620;05.06.2017;21;620
05.06.2017;22:00-23:00;588;05.06.2017;22;588
05.06.2017;23:00-24:00;535;05.06.2017;23;535
06.06.2017;00:00-01:00;487;06.06.2017;0;487
06.06.2017;01:00-02:00;460;06.06.2017;1;460
06.06.2017;02:00-03:00;447;06.06.2017;2;447
06.06.2017;03:00-04:00;433;06.06.2017;3;433
06.06.2017;04:00-05:00;425;06.06.2017;4;425
06.06.2017;05:00-06:00;440;06.06.2017;5;440
06.06.2017;06:00-07:00;489;06.06.2017;6;489
06.06.2017;07:00-08:00;548;06.06.2017;7;548
06.06.2017;08:00-09:00;616;06.06.2017;8;616
06.06.2017;09:00-10:00;657;06.06.2017;9;657
06.06.2017;10:00-11:00;656;06.06.2017;10;656
06.06.2017;11:00-12:00;648;06.06.2017;11;648
06.06.2017;12:00-13:00;631;06.06.2017;12;631
06.06.2017;13:00-14:00;622;06.06.2017;13;622
06.06.2017;14:00-15:00;611;06.06.2017;14;611
06.06.2017;15:00-16:00;612;06.06.2017;15;612
06.06.2017;16:00-17:00;589;06.06.2017;16;589
06.06.2017;17:00-18:00;559;06.06.2017;17;559
06.06.2017;18:00-19:00;559;06.06.2017;18;559
06.06.2017;19:00-20:00;565;06.06.2017;19;565
06.06.2017;20:00-21:00;570;06.06.2017;20;570
06.06.2017;21:00-22:00;593;06.06.2017;21;593
06.06.2017;22:00-23:00;575;06.06.2017;22;575
06.06.2017;23:00-24:00;520;06.06.2017;23;520
07.06.2017;00:00-01:00;475;07.06.2017;0;475
07.06.2017;01:00-02:00;450;07.06.2017;1;450
07.06.2017;02:00-03:00;435;07.06.2017;2;435
07.06.2017;03:00-04:00;418;07.06.2017;3;418
07.06.2017;04:00-05:00;423;07.06.2017;4;423
07.06.2017;05:00-06:00;437;07.06.2017;5;437
07.06.2017;06:00-07:00;474;07.06.2017;6;474
07.06.2017;07:00-08:00;519;07.06.2017;7;519
07.06.2017;08:00-09:00;576;07.06.2017;8;576
07.06.2017;09:00-10:00;608;07.06.2017;9;608
07.06.2017;10:00-11:00;602;07.06.2017;10;602
07.06.2017;11:00-12:00;598;07.06.2017;11;598
07.06.2017;12:00-13:00;571;07.06.2017;12;571
07.06.2017;13:00-14:00;569;07.06.2017;13;569
07.06.2017;14:00-15:00;550;07.06.2017;14;550
07.06.2017;15:00-16:00;555;07.06.2017;15;555
07.06.2017;16:00-17:00;531;07.06.2017;16;531
07.06.2017;17:00-18:00;512;07.06.2017;17;512
07.06.2017;18:00-19:00;507;07.06.2017;18;507
07.06.2017;19:00-20:00;511;07.06.2017;19;511
07.06.2017;20:00-21:00;516;07.06.2017;20;516
07.06.2017;21:00-22:00;548;07.06.2017;21;548
07.06.2017;22:00-23:00;533;07.06.2017;22;533
07.06.2017;23:00-24:00;485;07.06.2017;23;485
08.06.2017;00:00-01:00;435;08.06.2017;0;435
08.06.2017;01:00-02:00;414;08.06.2017;1;414
08.06.2017;02:00-03:00;402;08.06.2017;2;402
08.06.2017;03:00-04:00;389;08.06.2017;3;389
08.06.2017;04:00-05:00;386;08.06.2017;4;386
08.06.2017;05:00-06:00;395;08.06.2017;5;395
08.06.2017;06:00-07:00;432;08.06.2017;6;432
08.06.2017;07:00-08:00;485;08.06.2017;7;485
08.06.2017;08:00-09:00;543;08.06.2017;8;543
08.06.2017;09:00-10:00;578;08.06.2017;9;578
08.06.2017;10:00-11:00;579;08.06.2017;10;579
08.06.2017;11:00-12:00;579;08.06.2017;11;579
08.06.2017;12:00-13:00;555;08.06.2017;12;555
08.06.2017;13:00-14:00;551;08.06.2017;13;551
08.06.2017;14:00-15:00;541;08.06.2017;14;541
08.06.2017;15:00-16:00;553;08.06.2017;15;553
08.06.2017;16:00-17:00;525;08.06.2017;16;525
08.06.2017;17:00-18:00;511;08.06.2017;17;511
08.06.2017;18:00-19:00;509;08.06.2017;18;509
08.06.2017;19:00-20:00;519;08.06.2017;19;519
08.06.2017;20:00-21:00;518;08.06.2017;20;518
08.06.2017;21:00-22:00;544;08.06.2017;21;544
08.06.2017;22:00-23:00;528;08.06.2017;22;528
08.06.2017;23:00-24:00;475;08.06.2017;23;475
09.06.2017;00:00-01:00;430;09.06.2017;0;430
09.06.2017;01:00-02:00;404;09.06.2017;1;404
09.06.2017;02:00-03:00;391;09.06.2017;2;391
09.06.2017;03:00-04:00;372;09.06.2017;3;372
09.06.2017;04:00-05:00;374;09.06.2017;4;374
09.06.2017;05:00-06:00;385;09.06.2017;5;385
09.06.2017;06:00-07:00;425;09.06.2017;6;425
09.06.2017;07:00-08:00;482;09.06.2017;7;482
09.06.2017;08:00-09:00;542;09.06.2017;8;542
09.06.2017;09:00-10:00;577;09.06.2017;9;577
09.06.2017;10:00-11:00;575;09.06.2017;10;575
09.06.2017;11:00-12:00;572;09.06.2017;11;572
09.06.2017;12:00-13:00;551;09.06.2017;12;551
09.06.2017;13:00-14:00;559;09.06.2017;13;559
09.06.2017;14:00-15:00;537;09.06.2017;14;537
09.06.2017;15:00-16:00;545;09.06.2017;15;545
09.06.2017;16:00-17:00;517;09.06.2017;16;517
09.06.2017;17:00-18:00;503;09.06.2017;17;503
09.06.2017;18:00-19:00;505;09.06.2017;18;505
09.06.2017;19:00-20:00;515;09.06.2017;19;515
09.06.2017;20:00-21:00;523;09.06.2017;20;523
09.06.2017;21:00-22:00;547;09.06.2017;21;547
09.06.2017;22:00-23:00;529;09.06.2017;22;529
09.06.2017;23:00-24:00;488;09.06.2017;23;488
10.06.2017;00:00-01:00;439;10.06.2017;0;439
10.06.2017;01:00-02:00;410;10.06.2017;1;410
10.06.2017;02:00-03:00;395;10.06.2017;2;395
10.06.2017;03:00-04:00;375;10.06.2017;3;375
10.06.2017;04:00-05:00;372;10.06.2017;4;372
10.06.2017;05:00-06:00;373;10.06.2017;5;373
10.06.2017;06:00-07:00;392;10.06.2017;6;392
10.06.2017;07:00-08:00;419;10.06.2017;7;419
10.06.2017;08:00-09:00;462;10.06.2017;8;462
10.06.2017;09:00-10:00;503;10.06.2017;9;503
10.06.2017;10:00-11:00;500;10.06.2017;10;500
10.06.2017;11:00-12:00;500;10.06.2017;11;500
10.06.2017;12:00-13:00;490;10.06.2017;12;490
10.06.2017;13:00-14:00;492;10.06.2017;13;492
10.06.2017;14:00-15:00;479;10.06.2017;14;479
10.06.2017;15:00-16:00;486;10.06.2017;15;486
10.06.2017;16:00-17:00;474;10.06.2017;16;474
10.06.2017;17:00-18:00;471;10.06.2017;17;471
10.06.2017;18:00-19:00;470;10.06.2017;18;470
10.06.2017;19:00-20:00;480;10.06.2017;19;480
10.06.2017;20:00-21:00;486;10.06.2017;20;486
10.06.2017;21:00-22:00;518;10.06.2017;21;518
10.06.2017;22:00-23:00;512;10.06.2017;22;512
10.06.2017;23:00-24:00;468;10.06.2017;23;468
11.06.2017;00:00-01:00;429;11.06.2017;0;429
11.06.2017;01:00-02:00;398;11.06.2017;1;398
11.06.2017;02:00-03:00;381;11.06.2017;2;381
11.06.2017;03:00-04:00;366;11.06.2017;3;366
11.06.2017;04:00-05:00;356;11.06.2017;4;356
11.06.2017;05:00-06:00;358;11.06.2017;5;358
11.06.2017;06:00-07:00;369;11.06.2017;6;369
11.06.2017;07:00-08:00;394;11.06.2017;7;394
11.06.2017;08:00-09:00;434;11.06.2017;8;434
11.06.2017;09:00-10:00;475;11.06.2017;9;475
11.06.2017;10:00-11:00;480;11.06.2017;10;480
11.06.2017;11:00-12:00;473;11.06.2017;11;473
11.06.2017;12:00-13:00;465;11.06.2017;12;465
11.06.2017;13:00-14:00;468;11.06.2017;13;468
11.06.2017;14:00-15:00;452;11.06.2017;14;452
11.06.2017;15:00-16:00;461;11.06.2017;15;461
11.06.2017;16:00-17:00;451;11.06.2017;16;451
11.06.2017;17:00-18:00;449;11.06.2017;17;449
11.06.2017;18:00-19:00;447;11.06.2017;18;447
11.06.2017;19:00-20:00;456;11.06.2017;19;456
11.06.2017;20:00-21:00;464;11.06.2017;20;464
11.06.2017;21:00-22:00;495;11.06.2017;21;495
11.06.2017;22:00-23:00;490;11.06.2017;22;490
11.06.2017;23:00-24:00;451;11.06.2017;23;451
12.06.2017;00:00-01:00;404;12.06.2017;0;404
12.06.2017;01:00-02:00;380;12.06.2017;1;380
12.06.2017;02:00-03:00;362;12.06.2017;2;362
12.06.2017;03:00-04:00;344;12.06.2017;3;344
12.06.2017;04:00-05:00;337;12.06.2017;4;337
12.06.2017;05:00-06:00;339;12.06.2017;5;339
12.06.2017;06:00-07:00;353;12.06.2017;6;353
12.06.2017;07:00-08:00;381;12.06.2017;7;381
12.06.2017;08:00-09:00;424;12.06.2017;8;424
12.06.2017;09:00-10:00;468;12.06.2017;9;468
12.06.2017;10:00-11:00;479;12.06.2017;10;479
12.06.2017;11:00-12:00;478;12.06.2017;11;478
12.06.2017;12:00-13:00;464;12.06.2017;12;464
12.06.2017;13:00-14:00;466;12.06.2017;13;466
12.06.2017;14:00-15:00;451;12.06.2017;14;451
12.06.2017;15:00-16:00;468;12.06.2017;15;468
12.06.2017;16:00-17:00;465;12.06.2017;16;465
12.06.2017;17:00-18:00;464;12.06.2017;17;464
12.06.2017;18:00-19:00;472;12.06.2017;18;472
12.06.2017;19:00-20:00;480;12.06.2017;19;480
12.06.2017;20:00-21:00;483;12.06.2017;20;483
12.06.2017;21:00-22:00;506;12.06.2017;21;506
12.06.2017;22:00-23:00;478;12.06.2017;22;478
12.06.2017;23:00-24:00;433;12.06.2017;23;433
13.06.2017;00:00-01:00;390;13.06.2017;0;390
13.06.2017;01:00-02:00;369;13.06.2017;1;369
13.06.2017;02:00-03:00;354;13.06.2017;2;354
13.06.2017;03:00-04:00;341;13.06.2017;3;341
13.06.2017;04:00-05:00;344;13.06.2017;4;344
13.06.2017;05:00-06:00;352;13.06.2017;5;352
13.06.2017;06:00-07:00;410;13.06.2017;6;410
13.06.2017;07:00-08:00;472;13.06.2017;7;472
13.06.2017;08:00-09:00;549;13.06.2017;8;549
13.06.2017;09:00-10:00;597;13.06.2017;9;597
13.06.2017;10:00-11:00;600;13.06.2017;10;600
13.06.2017;11:00-12:00;603;13.06.2017;11;603
13.06.2017;12:00-13:00;576;13.06.2017;12;576
13.06.2017;13:00-14:00;572;13.06.2017;13;572
13.06.2017;14:00-15:00;562;13.06.2017;14;562
13.06.2017;15:00-16:00;566;13.06.2017;15;566
13.06.2017;16:00-17:00;538;13.06.2017;16;538
13.06.2017;17:00-18:00;515;13.06.2017;17;515
13.06.2017;18:00-19:00;507;13.06.2017;18;507
13.06.2017;19:00-20:00;517;13.06.2017;19;517
13.06.2017;20:00-21:00;515;13.06.2017;20;515
13.06.2017;21:00-22:00;530;13.06.2017;21;530
13.06.2017;22:00-23:00;516;13.06.2017;22;516
13.06.2017;23:00-24:00;465;13.06.2017;23;465
14.06.2017;00:00-01:00;416;14.06.2017;0;416
14.06.2017;01:00-02:00;394;14.06.2017;1;394
14.06.2017;02:00-03:00;379;14.06.2017;2;379
14.06.2017;03:00-04:00;370;14.06.2017;3;370
14.06.2017;04:00-05:00;367;14.06.2017;4;367
14.06.2017;05:00-06:00;373;14.06.2017;5;373
14.06.2017;06:00-07:00;412;14.06.2017;6;412
14.06.2017;07:00-08:00;463;14.06.2017;7;463
14.06.2017;08:00-09:00;534;14.06.2017;8;534
14.06.2017;09:00-10:00;582;14.06.2017;9;582
14.06.2017;10:00-11:00;582;14.06.2017;10;582
14.06.2017;11:00-12:00;580;14.06.2017;11;580
14.06.2017;12:00-13:00;559;14.06.2017;12;559
14.06.2017;13:00-14:00;560;14.06.2017;13;560
14.06.2017;14:00-15:00;555;14.06.2017;14;555
14.06.2017;15:00-16:00;566;14.06.2017;15;566
14.06.2017;16:00-17:00;553;14.06.2017;16;553
14.06.2017;17:00-18:00;541;14.06.2017;17;541
14.06.2017;18:00-19:00;544;14.06.2017;18;544
14.06.2017;19:00-20:00;556;14.06.2017;19;556
14.06.2017;20:00-21:00;555;14.06.2017;20;555
14.06.2017;21:00-22:00;568;14.06.2017;21;568
14.06.2017;22:00-23:00;530;14.06.2017;22;530
14.06.2017;23:00-24:00;483;14.06.2017;23;483
15.06.2017;00:00-01:00;440;15.06.2017;0;440
15.06.2017;01:00-02:00;415;15.06.2017;1;415
15.06.2017;02:00-03:00;408;15.06.2017;2;408
15.06.2017;03:00-04:00;401;15.06.2017;3;401
15.06.2017;04:00-05:00;402;15.06.2017;4;402
15.06.2017;05:00-06:00;411;15.06.2017;5;411
15.06.2017;06:00-07:00;457;15.06.2017;6;457
15.06.2017;07:00-08:00;510;15.06.2017;7;510
15.06.2017;08:00-09:00;579;15.06.2017;8;579
15.06.2017;09:00-10:00;620;15.06.2017;9;620
15.06.2017;10:00-11:00;619;15.06.2017;10;619
15.06.2017;11:00-12:00;614;15.06.2017;11;614
15.06.2017;12:00-13:00;593;15.06.2017;12;593
15.06.2017;13:00-14:00;605;15.06.2017;13;605
15.06.2017;14:00-15:00;599;15.06.2017;14;599
15.06.2017;15:00-16:00;597;15.06.2017;15;597
15.06.2017;16:00-17:00;571;15.06.2017;16;571
15.06.2017;17:00-18:00;549;15.06.2017;17;549
15.06.2017;18:00-19:00;544;15.06.2017;18;544
15.06.2017;19:00-20:00;552;15.06.2017;19;552
15.06.2017;20:00-21:00;552;15.06.2017;20;552
15.06.2017;21:00-22:00;565;15.06.2017;21;565
15.06.2017;22:00-23:00;546;15.06.2017;22;546
15.06.2017;23:00-24:00;494;15.06.2017;23;494
16.06.2017;00:00-01:00;449;16.06.2017;0;449
16.06.2017;01:00-02:00;421;16.06.2017;1;421
16.06.2017;02:00-03:00;406;16.06.2017;2;406
16.06.2017;03:00-04:00;389;16.06.2017;3;389
16.06.2017;04:00-05:00;393;16.06.2017;4;393
16.06.2017;05:00-06:00;400;16.06.2017;5;400
16.06.2017;06:00-07:00;446;16.06.2017;6;446
16.06.2017;07:00-08:00;496;16.06.2017;7;496
16.06.2017;08:00-09:00;558;16.06.2017;8;558
16.06.2017;09:00-10:00;592;16.06.2017;9;592
16.06.2017;10:00-11:00;583;16.06.2017;10;583
16.06.2017;11:00-12:00;578;16.06.2017;11;578
16.06.2017;12:00-13:00;557;16.06.2017;12;557
16.06.2017;13:00-14:00;557;16.06.2017;13;557
16.06.2017;14:00-15:00;542;16.06.2017;14;542
16.06.2017;15:00-16:00;540;16.06.2017;15;540
16.06.2017;16:00-17:00;519;16.06.2017;16;519
16.06.2017;17:00-18:00;505;16.06.2017;17;505
16.06.2017;18:00-19:00;499;16.06.2017;18;499
16.06.2017;19:00-20:00;505;16.06.2017;19;505
16.06.2017;20:00-21:00;502;16.06.2017;20;502
16.06.2017;21:00-22:00;531;16.06.2017;21;531
16.06.2017;22:00-23:00;525;16.06.2017;22;525
16.06.2017;23:00-24:00;487;16.06.2017;23;487
17.06.2017;00:00-01:00;438;17.06.2017;0;438
17.06.2017;01:00-02:00;412;17.06.2017;1;412
17.06.2017;02:00-03:00;395;17.06.2017;2;395
17.06.2017;03:00-04:00;378;17.06.2017;3;378
17.06.2017;04:00-05:00;370;17.06.2017;4;370
17.06.2017;05:00-06:00;369;17.06.2017;5;369
17.06.2017;06:00-07:00;384;17.06.2017;6;384
17.06.2017;07:00-08:00;413;17.06.2017;7;413
17.06.2017;08:00-09:00;455;17.06.2017;8;455
17.06.2017;09:00-10:00;494;17.06.2017;9;494
17.06.2017;10:00-11:00;497;17.06.2017;10;497
17.06.2017;11:00-12:00;493;17.06.2017;11;493
17.06.2017;12:00-13:00;482;17.06.2017;12;482
17.06.2017;13:00-14:00;481;17.06.2017;13;481
17.06.2017;14:00-15:00;467;17.06.2017;14;467
17.06.2017;15:00-16:00;468;17.06.2017;15;468
17.06.2017;16:00-17:00;459;17.06.2017;16;459
17.06.2017;17:00-18:00;449;17.06.2017;17;449
17.06.2017;18:00-19:00;447;17.06.2017;18;447
17.06.2017;19:00-20:00;452;17.06.2017;19;452
17.06.2017;20:00-21:00;453;17.06.2017;20;453
17.06.2017;21:00-22:00;483;17.06.2017;21;483
17.06.2017;22:00-23:00;487;17.06.2017;22;487
17.06.2017;23:00-24:00;451;17.06.2017;23;451
18.06.2017;00:00-01:00;409;18.06.2017;0;409
18.06.2017;01:00-02:00;377;18.06.2017;1;377
18.06.2017;02:00-03:00;367;18.06.2017;2;367
18.06.2017;03:00-04:00;349;18.06.2017;3;349
18.06.2017;04:00-05:00;341;18.06.2017;4;341
18.06.2017;05:00-06:00;340;18.06.2017;5;340
18.06.2017;06:00-07:00;352;18.06.2017;6;352
18.06.2017;07:00-08:00;375;18.06.2017;7;375
18.06.2017;08:00-09:00;415;18.06.2017;8;415
18.06.2017;09:00-10:00;455;18.06.2017;9;455
18.06.2017;10:00-11:00;461;18.06.2017;10;461
18.06.2017;11:00-12:00;461;18.06.2017;11;461
18.06.2017;12:00-13:00;456;18.06.2017;12;456
18.06.2017;13:00-14:00;458;18.06.2017;13;458
18.06.2017;14:00-15:00;442;18.06.2017;14;442
18.06.2017;15:00-16:00;451;18.06.2017;15;451
18.06.2017;16:00-17:00;443;18.06.2017;16;443
18.06.2017;17:00-18:00;443;18.06.2017;17;443
18.06.2017;18:00-19:00;442;18.06.2017;18;442
18.06.2017;19:00-20:00;452;18.06.2017;19;452
18.06.2017;20:00-21:00;462;18.06.2017;20;462
18.06.2017;21:00-22:00;488;18.06.2017;21;488
18.06.2017;22:00-23:00;474;18.06.2017;22;474
18.06.2017;23:00-24:00;422;18.06.2017;23;422
19.06.2017;00:00-01:00;381;19.06.2017;0;381
19.06.2017;01:00-02:00;361;19.06.2017;1;361
19.06.2017;02:00-03:00;345;19.06.2017;2;345
19.06.2017;03:00-04:00;334;19.06.2017;3;334
19.06.2017;04:00-05:00;330;19.06.2017;4;330
19.06.2017;05:00-06:00;338;19.06.2017;5;338
19.06.2017;06:00-07:00;393;19.06.2017;6;393
19.06.2017;07:00-08:00;451;19.06.2017;7;451
19.06.2017;08:00-09:00;523;19.06.2017;8;523
19.06.2017;09:00-10:00;576;19.06.2017;9;576
19.06.2017;10:00-11:00;576;19.06.2017;10;576
19.06.2017;11:00-12:00;571;19.06.2017;11;571
19.06.2017;12:00-13:00;547;19.06.2017;12;547
19.06.2017;13:00-14:00;555;19.06.2017;13;555
19.06.2017;14:00-15:00;542;19.06.2017;14;542
19.06.2017;15:00-16:00;545;19.06.2017;15;545
19.06.2017;16:00-17:00;517;19.06.2017;16;517
19.06.2017;17:00-18:00;496;19.06.2017;17;496
19.06.2017;18:00-19:00;495;19.06.2017;18;495
19.06.2017;19:00-20:00;494;19.06.2017;19;494
19.06.2017;20:00-21:00;494;19.06.2017;20;494
19.06.2017;21:00-22:00;512;19.06.2017;21;512
19.06.2017;22:00-23:00;498;19.06.2017;22;498
19.06.2017;23:00-24:00;443;19.06.2017;23;443
20.06.2017;00:00-01:00;403;20.06.2017;0;403
20.06.2017;01:00-02:00;379;20.06.2017;1;379
20.06.2017;02:00-03:00;359;20.06.2017;2;359
20.06.2017;03:00-04:00;344;20.06.2017;3;344
20.06.2017;04:00-05:00;345;20.06.2017;4;345
20.06.2017;05:00-06:00;357;20.06.2017;5;357
20.06.2017;06:00-07:00;394;20.06.2017;6;394
20.06.2017;07:00-08:00;452;20.06.2017;7;452
20.06.2017;08:00-09:00;517;20.06.2017;8;517
20.06.2017;09:00-10:00;559;20.06.2017;9;559
20.06.2017;10:00-11:00;555;20.06.2017;10;555
20.06.2017;11:00-12:00;543;20.06.2017;11;543
20.06.2017;12:00-13:00;527;20.06.2017;12;527
20.06.2017;13:00-14:00;537;20.06.2017;13;537
