Дата;Местное время Тверь;Потребление факт, МВтч;;;
09.04.2017;16:00-17:00;557;09.04.2017;16;557
09.04.2017;17:00-18:00;561;09.04.2017;17;561
09.04.2017;18:00-19:00;572;09.04.2017;18;572
09.04.2017;19:00-20:00;603;09.04.2017;19;603
09.04.2017;20:00-21:00;648;09.04.2017;20;648
09.04.2017;21:00-22:00;631;09.04.2017;21;631
09.04.2017;22:00-23:00;574;09.04.2017;22;574
09.04.2017;23:00-24:00;530;09.04.2017;23;530
10.04.2017;00:00-01:00;494;10.04.2017;0;494
10.04.2017;01:00-02:00;476;10.04.2017;1;476
10.04.2017;02:00-03:00;469;10.04.2017;2;469
10.04.2017;03:00-04:00;469;10.04.2017;3;469
10.04.2017;04:00-05:00;477;10.04.2017;4;477
10.04.2017;05:00-06:00;487;10.04.2017;5;487
10.04.2017;06:00-07:00;527;10.04.2017;6;527
10.04.2017;07:00-08:00;593;10.04.2017;7;593
10.04.2017;08:00-09:00;654;10.04.2017;8;654
10.04.2017;09:00-10:00;690;10.04.2017;9;690
10.04.2017;10:00-11:00;690;10.04.2017;10;690
10.04.2017;11:00-12:00;686;10.04.2017;11;686
10.04.2017;12:00-13:00;663;10.04.2017;12;663
10.04.2017;13:00-14:00;671;10.04.2017;13;671
10.04.2017;14:00-15:00;660;10.04.2017;14;660
10.04.2017;15:00-16:00;639;10.04.2017;15;639
10.04.2017;16:00-17:00;620;10.04.2017;16;620
10.04.2017;17:00-18:00;599;10.04.2017;17;599
10.04.2017;18:00-19:00;599;10.04.2017;18;599
10.04.2017;19:00-20:00;618;10.04.2017;19;618
10.04.2017;20:00-21:00;669;10.04.2017;20;669
10.04.2017;21:00-22:00;647;10.04.2017;21;647
10.04.2017;22:00-23:00;597;10.04.2017;22;597
10.04.2017;23:00-24:00;549;10.04.2017;23;549
11.04.2017;00:00-01:00;511;11.04.2017;0;511
11.04.2017;01:00-02:00;489;11.04.2017;1;489
11.04.2017;02:00-03:00;481;11.04.2017;2;481
11.04.2017;03:00-04:00;479;11.04.2017;3;479
11.04.2017;04:00-05:00;486;11.04.2017;4;486
11.04.2017;05:00-06:00;488;11.04.2017;5;488
11.04.2017;06:00-07:00;524;11.04.2017;6;524
11.04.2017;07:00-08:00;577;11.04.2017;7;577
11.04.2017;08:00-09:00;631;11.04.2017;8;631
11.04.2017;09:00-10:00;657;11.04.2017;9;657
11.04.2017;10:00-11:00;650;11.04.2017;10;650
11.04.2017;11:00-12:00;640;11.04.2017;11;640
11.04.2017;12:00-13:00;625;11.04.2017;12;625
11.04.2017;13:00-14:00;642;11.04.2017;13;642
11.04.2017;14:00-15:00;641;11.04.2017;14;641
11.04.2017;15:00-16:00;638;11.04.2017;15;638
11.04.2017;16:00-17:00;627;11.04.2017;16;627
11.04.2017;17:00-18:00;616;11.04.2017;17;616
11.04.2017;18:00-19:00;623;11.04.2017;18;623
11.04.2017;19:00-20:00;640;11.04.2017;19;640
11.04.2017;20:00-21:00;669;11.04.2017;20;669
11.04.2017;21:00-22:00;644;11.04.2017;21;644
11.04.2017;22:00-23:00;592;11.04.2017;22;592
11.04.2017;23:00-24:00;541;11.04.2017;23;541
12.04.2017;00:00-01:00;506;12.04.2017;0;506
12.04.2017;01:00-02:00;487;12.04.2017;1;487
12.04.2017;02:00-03:00;479;12.04.2017;2;479
12.04.2017;03:00-04:00;476;12.04.2017;3;476
12.04.2017;04:00-05:00;481;12.04.2017;4;481
12.04.2017;05:00-06:00;482;12.04.2017;5;482
12.04.2017;06:00-07:00;516;12.04.2017;6;516
12.04.2017;07:00-08:00;569;12.04.2017;7;569
12.04.2017;08:00-09:00;631;12.04.2017;8;631
12.04.2017;09:00-10:00;665;12.04.2017;9;665
12.04.2017;10:00-11:00;666;12.04.2017;10;666
12.04.2017;11:00-12:00;662;12.04.2017;11;662
12.04.2017;12:00-13:00;645;12.04.2017;12;645
12.04.2017;13:00-14:00;656;12.04.2017;13;656
12.04.2017;14:00-15:00;650;12.04.2017;14;650
12.04.2017;15:00-16:00;640;12.04.2017;15;640
12.04.2017;16:00-17:00;632;12.04.2017;16;632
12.04.2017;17:00-18:00;622;12.04.2017;17;622
12.04.2017;18:00-19:00;630;12.04.2017;18;630
12.04.2017;19:00-20:00;642;12.04.2017;19;642
12.04.2017;20:00-21:00;673;12.04.2017;20;673
12.04.2017;21:00-22:00;657;12.04.2017;21;657
12.04.2017;22:00-23:00;609;12.04.2017;22;609
12.04.2017;23:00-24:00;557;12.04.2017;23;557
13.04.2017;00:00-01:00;523;13.04.2017;0;523
13.04.2017;01:00-02:00;505;13.04.2017;1;505
13.04.2017;02:00-03:00;494;13.04.2017;2;494
13.04.2017;03:00-04:00;491;13.04.2017;3;491
13.04.2017;04:00-05:00;496;13.04.2017;4;496
13.04.2017;05:00-06:00;500;13.04.2017;5;500
13.04.2017;06:00-07:00;537;13.04.2017;6;537
13.04.2017;07:00-08:00;599;13.04.2017;7;599
13.04.2017;08:00-09:00;665;13.04.2017;8;665
13.04.2017;09:00-10:00;702;13.04.2017;9;702
13.04.2017;10:00-11:00;704;13.04.2017;10;704
13.04.2017;11:00-12:00;699;13.04.2017;11;699
13.04.2017;12:00-13:00;684;13.04.2017;12;684
13.04.2017;13:00-14:00;693;13.04.2017;13;693
13.04.2017;14:00-15:00;692;13.04.2017;14;692
13.04.2017;15:00-16:00;683;13.04.2017;15;683
13.04.2017;16:00-17:00;669;13.04.2017;16;669
13.04.2017;17:00-18:00;651;13.04.2017;17;651
13.04.2017;18:00-19:00;655;13.04.2017;18;655
13.04.2017;19:00-20:00;672;13.04.2017;19;672
13.04.2017;20:00-21:00;700;13.04.2017;20;700
13.04.2017;21:00-22:00;675;13.04.2017;21;675
13.04.2017;22:00-23:00;622;13.04.2017;22;622
13.04.2017;23:00-24:00;573;13.04.2017;23;573
14.04.2017;00:00-01:00;532;14.04.2017;0;532
14.04.2017;01:00-02:00;505;14.04.2017;1;505
14.04.2017;02:00-03:00;494;14.04.2017;2;494
14.04.2017;03:00-04:00;492;14.04.2017;3;492
14.04.2017;04:00-05:00;499;14.04.2017;4;499
14.04.2017;05:00-06:00;503;14.04.2017;5;503
14.04.2017;06:00-07:00;544;14.04.2017;6;544
14.04.2017;07:00-08:00;607;14.04.2017;7;607
14.04.2017;08:00-09:00;673;14.04.2017;8;673
14.04.2017;09:00-10:00;707;14.04.2017;9;707
14.04.2017;10:00-11:00;713;14.04.2017;10;713
14.04.2017;11:00-12:00;706;14.04.2017;11;706
14.04.2017;12:00-13:00;691;14.04.2017;12;691
14.04.2017;13:00-14:00;697;14.04.2017;13;697
14.04.2017;14:00-15:00;691;14.04.2017;14;691
14.04.2017;15:00-16:00;678;14.04.2017;15;678
14.04.2017;16:00-17:00;661;14.04.2017;16;661
14.04.2017;17:00-18:00;647;14.04.2017;17;647
14.04.2017;18:00-19:00;651;14.04.2017;18;651
14.04.2017;19:00-20:00;660;14.04.2017;19;660
14.04.2017;20:00-21:00;697;14.04.2017;20;697
14.04.2017;21:00-22:00;687;14.04.2017;21;687
14.04.2017;22:00-23:00;643;14.04.2017;22;643
14.04.2017;23:00-24:00;598;14.04.2017;23;598
15.04.2017;00:00-01:00;558;15.04.2017;0;558
15.04.2017;01:00-02:00;538;15.04.2017;1;538
15.04.2017;02:00-03:00;526;15.04.2017;2;526
15.04.2017;03:00-04:00;519;15.04.2017;3;519
15.04.2017;04:00-05:00;518;15.04.2017;4;518
15.04.2017;05:00-06:00;508;15.04.2017;5;508
15.04.2017;06:00-07:00;526;15.04.2017;6;526
15.04.2017;07:00-08:00;557;15.04.2017;7;557
15.04.2017;08:00-09:00;605;15.04.2017;8;605
15.04.2017;09:00-10:00;640;15.04.2017;9;640
15.04.2017;10:00-11:00;651;15.04.2017;10;651
15.04.2017;11:00-12:00;652;15.04.2017;11;652
15.04.2017;12:00-13:00;647;15.04.2017;12;647
15.04.2017;13:00-14:00;642;15.04.2017;13;642
15.04.2017;14:00-15:00;634;15.04.2017;14;634
15.04.2017;15:00-16:00;629;15.04.2017;15;629
15.04.2017;16:00-17:00;625;15.04.2017;16;625
15.04.2017;17:00-18:00;623;15.04.2017;17;623
15.04.2017;18:00-19:00;623;15.04.2017;18;623
15.04.2017;19:00-20:00;635;15.04.2017;19;635
15.04.2017;20:00-21:00;679;15.04.2017;20;679
15.04.2017;21:00-22:00;673;15.04.2017;21;673
15.04.2017;22:00-23:00;634;15.04.2017;22;634
15.04.2017;23:00-24:00;588;15.04.2017;23;588
16.04.2017;00:00-01:00;557;16.04.2017;0;557
16.04.2017;01:00-02:00;532;16.04.2017;1;532
16.04.2017;02:00-03:00;517;16.04.2017;2;517
16.04.2017;03:00-04:00;510;16.04.2017;3;510
16.04.2017;04:00-05:00;510;16.04.2017;4;510
16.04.2017;05:00-06:00;497;16.04.2017;5;497
16.04.2017;06:00-07:00;506;16.04.2017;6;506
16.04.2017;07:00-08:00;525;16.04.2017;7;525
16.04.2017;08:00-09:00;557;16.04.2017;8;557
16.04.2017;09:00-10:00;582;16.04.2017;9;582
16.04.2017;10:00-11:00;586;16.04.2017;10;586
16.04.2017;11:00-12:00;583;16.04.2017;11;583
16.04.2017;12:00-13:00;575;16.04.2017;12;575
16.04.2017;13:00-14:00;572;16.04.2017;13;572
16.04.2017;14:00-15:00;570;16.04.2017;14;570
16.04.2017;15:00-16:00;569;16.04.2017;15;569
16.04.2017;16:00-17:00;574;16.04.2017;16;574
16.04.2017;17:00-18:00;582;16.04.2017;17;582
16.04.2017;18:00-19:00;597;16.04.2017;18;597
16.04.2017;19:00-20:00;615;16.04.2017;19;615
16.04.2017;20:00-21:00;652;16.04.2017;20;652
16.04.2017;21:00-22:00;641;16.04.2017;21;641
16.04.2017;22:00-23:00;601;16.04.2017;22;601
16.04.2017;23:00-24:00;559;16.04.2017;23;559
17.04.2017;00:00-01:00;526;17.04.2017;0;526
17.04.2017;01:00-02:00;508;17.04.2017;1;508
17.04.2017;02:00-03:00;502;17.04.2017;2;502
17.04.2017;03:00-04:00;498;17.04.2017;3;498
17.04.2017;04:00-05:00;498;17.04.2017;4;498
17.04.2017;05:00-06:00;502;17.04.2017;5;502
17.04.2017;06:00-07:00;547;17.04.2017;6;547
17.04.2017;07:00-08:00;607;17.04.2017;7;607
17.04.2017;08:00-09:00;671;17.04.2017;8;671
17.04.2017;09:00-10:00;708;17.04.2017;9;708
17.04.2017;10:00-11:00;717;17.04.2017;10;717
17.04.2017;11:00-12:00;712;17.04.2017;11;712
17.04.2017;12:00-13:00;692;17.04.2017;12;692
17.04.2017;13:00-14:00;704;17.04.2017;13;704
17.04.2017;14:00-15:00;695;17.04.2017;14;695
17.04.2017;15:00-16:00;685;17.04.2017;15;685
17.04.2017;16:00-17:00;670;17.04.2017;16;670
17.04.2017;17:00-18:00;656;17.04.2017;17;656
17.04.2017;18:00-19:00;655;17.04.2017;18;655
17.04.2017;19:00-20:00;667;17.04.2017;19;667
17.04.2017;20:00-21:00;699;17.04.2017;20;699
17.04.2017;21:00-22:00;687;17.04.2017;21;687
17.04.2017;22:00-23:00;636;17.04.2017;22;636
17.04.2017;23:00-24:00;587;17.04.2017;23;587
18.04.2017;00:00-01:00;552;18.04.2017;0;552
18.04.2017;01:00-02:00;531;18.04.2017;1;531
18.04.2017;02:00-03:00;522;18.04.2017;2;522
18.04.2017;03:00-04:00;523;18.04.2017;3;523
18.04.2017;04:00-05:00;528;18.04.2017;4;528
18.04.2017;05:00-06:00;529;18.04.2017;5;529
18.04.2017;06:00-07:00;572;18.04.2017;6;572
18.04.2017;07:00-08:00;628;18.04.2017;7;628
18.04.2017;08:00-09:00;685;18.04.2017;8;685
18.04.2017;09:00-10:00;719;18.04.2017;9;719
18.04.2017;10:00-11:00;716;18.04.2017;10;716
18.04.2017;11:00-12:00;713;18.04.2017;11;713
18.04.2017;12:00-13:00;700;18.04.2017;12;700
18.04.2017;13:00-14:00;707;18.04.2017;13;707
18.04.2017;14:00-15:00;697;18.04.2017;14;697
18.04.2017;15:00-16:00;693;18.04.2017;15;693
18.04.2017;16:00-17:00;684;18.04.2017;16;684
18.04.2017;17:00-18:00;668;18.04.2017;17;668
18.04.2017;18:00-19:00;668;18.04.2017;18;668
18.04.2017;19:00-20:00;681;18.04.2017;19;681
18.04.2017;20:00-21:00;709;18.04.2017;20;709
18.04.2017;21:00-22:00;699;18.04.2017;21;699
18.04.2017;22:00-23:00;647;18.04.2017;22;647
18.04.2017;23:00-24:00;597;18.04.2017;23;597
19.04.2017;00:00-01:00;560;19.04.2017;0;560
19.04.2017;01:00-02:00;540;19.04.2017;1;540
19.04.2017;02:00-03:00;533;19.04.2017;2;533
19.04.2017;03:00-04:00;531;19.04.2017;3;531
19.04.2017;04:00-05:00;536;19.04.2017;4;536
19.04.2017;05:00-06:00;534;19.04.2017;5;534
19.04.2017;06:00-07:00;574;19.04.2017;6;574
19.04.2017;07:00-08:00;623;19.04.2017;7;623
19.04.2017;08:00-09:00;682;19.04.2017;8;682
19.04.2017;09:00-10:00;710;19.04.2017;9;710
19.04.2017;10:00-11:00;706;19.04.2017;10;706
19.04.2017;11:00-12:00;703;19.04.2017;11;703
19.04.2017;12:00-13:00;685;19.04.2017;12;685
19.04.2017;13:00-14:00;694;19.04.2017;13;694
19.04.2017;14:00-15:00;694;19.04.2017;14;694
19.04.2017;15:00-16:00;684;19.04.2017;15;684
19.04.2017;16:00-17:00;671;19.04.2017;16;671
19.04.2017;17:00-18:00;660;19.04.2017;17;660
19.04.2017;18:00-19:00;664;19.04.2017;18;664
19.04.2017;19:00-20:00;674;19.04.2017;19;674
19.04.2017;20:00-21:00;705;19.04.2017;20;705
19.04.2017;21:00-22:00;695;19.04.2017;21;695
19.04.2017;22:00-23:00;643;19.04.2017;22;643
19.04.2017;23:00-24:00;592;19.04.2017;23;592
20.04.2017;00:00-01:00;555;20.04.2017;0;555
20.04.2017;01:00-02:00;535;20.04.2017;1;535
20.04.2017;02:00-03:00;528;20.04.2017;2;528
20.04.2017;03:00-04:00;525;20.04.2017;3;525
20.04.2017;04:00-05:00;531;20.04.2017;4;531
20.04.2017;05:00-06:00;529;20.04.2017;5;529
20.04.2017;06:00-07:00;571;20.04.2017;6;571
20.04.2017;07:00-08:00;622;20.04.2017;7;622
20.04.2017;08:00-09:00;680;20.04.2017;8;680
20.04.2017;09:00-10:00;710;20.04.2017;9;710
20.04.2017;10:00-11:00;709;20.04.2017;10;709
20.04.2017;11:00-12:00;697;20.04.2017;11;697
20.04.2017;12:00-13:00;677;20.04.2017;12;677
20.04.2017;13:00-14:00;684;20.04.2017;13;684
20.04.2017;14:00-15:00;676;20.04.2017;14;676
20.04.2017;15:00-16:00;677;20.04.2017;15;677
20.04.2017;16:00-17:00;648;20.04.2017;16;648
20.04.2017;17:00-18:00;628;20.04.2017;17;628
20.04.2017;18:00-19:00;628;20.04.2017;18;628
20.04.2017;19:00-20:00;638;20.04.2017;19;638
20.04.2017;20:00-21:00;683;20.04.2017;20;683
20.04.2017;21:00-22:00;683;20.04.2017;21;683
20.04.2017;22:00-23:00;632;20.04.2017;22;632
20.04.2017;23:00-24:00;582;20.04.2017;23;582
21.04.2017;00:00-01:00;550;21.04.2017;0;550
21.04.2017;01:00-02:00;530;21.04.2017;1;530
21.04.2017;02:00-03:00;523;21.04.2017;2;523
21.04.2017;03:00-04:00;522;21.04.2017;3;522
21.04.2017;04:00-05:00;524;21.04.2017;4;524
21.04.2017;05:00-06:00;525;21.04.2017;5;525
21.04.2017;06:00-07:00;565;21.04.2017;6;565
21.04.2017;07:00-08:00;619;21.04.2017;7;619
21.04.2017;08:00-09:00;676;21.04.2017;8;676
21.04.2017;09:00-10:00;707;21.04.2017;9;707
21.04.2017;10:00-11:00;706;21.04.2017;10;706
21.04.2017;11:00-12:00;696;21.04.2017;11;696
21.04.2017;12:00-13:00;682;21.04.2017;12;682
21.04.2017;13:00-14:00;687;21.04.2017;13;687
21.04.2017;14:00-15:00;676;21.04.2017;14;676
21.04.2017;15:00-16:00;683;21.04.2017;15;683
21.04.2017;16:00-17:00;673;21.04.2017;16;673
21.04.2017;17:00-18:00;667;21.04.2017;17;667
21.04.2017;18:00-19:00;667;21.04.2017;18;667
21.04.2017;19:00-20:00;679;21.04.2017;19;679
21.04.2017;20:00-21:00;704;21.04.2017;20;704
21.04.2017;21:00-22:00;685;21.04.2017;21;685
21.04.2017;22:00-23:00;617;21.04.2017;22;617
21.04.2017;23:00-24:00;591;21.04.2017;23;591
22.04.2017;00:00-01:00;556;22.04.2017;0;556
22.04.2017;01:00-02:00;532;22.04.2017;1;532
22.04.2017;02:00-03:00;522;22.04.2017;2;522
22.04.2017;03:00-04:00;516;22.04.2017;3;516
22.04.2017;04:00-05:00;511;22.04.2017;4;511
22.04.2017;05:00-06:00;501;22.04.2017;5;501
22.04.2017;06:00-07:00;516;22.04.2017;6;516
22.04.2017;07:00-08:00;552;22.04.2017;7;552
22.04.2017;08:00-09:00;596;22.04.2017;8;596
22.04.2017;09:00-10:00;627;22.04.2017;9;627
22.04.2017;10:00-11:00;641;22.04.2017;10;641
22.04.2017;11:00-12:00;641;22.04.2017;11;641
22.04.2017;12:00-13:00;637;22.04.2017;12;637
22.04.2017;13:00-14:00;635;22.04.2017;13;635
22.04.2017;14:00-15:00;634;22.04.2017;14;634
22.04.2017;15:00-16:00;630;22.04.2017;15;630
22.04.2017;16:00-17:00;638;22.04.2017;16;638
22.04.2017;17:00-18:00;633;22.04.2017;17;633
22.04.2017;18:00-19:00;632;22.04.2017;18;632
22.04.2017;19:00-20:00;641;22.04.2017;19;641
22.04.2017;20:00-21:00;667;22.04.2017;20;667
22.04.2017;21:00-22:00;660;22.04.2017;21;660
22.04.2017;22:00-23:00;621;22.04.2017;22;621
22.04.2017;23:00-24:00;578;22.04.2017;23;578
23.04.2017;00:00-01:00;542;23.04.2017;0;542
23.04.2017;01:00-02:00;519;23.04.2017;1;519
23.04.2017;02:00-03:00;504;23.04.2017;2;504
23.04.2017;03:00-04:00;500;23.04.2017;3;500
23.04.2017;04:00-05:00;495;23.04.2017;4;495
23.04.2017;05:00-06:00;487;23.04.2017;5;487
23.04.2017;06:00-07:00;496;23.04.2017;6;496
23.04.2017;07:00-08:00;516;23.04.2017;7;516
23.04.2017;08:00-09:00;557;23.04.2017;8;557
23.04.2017;09:00-10:00;590;23.04.2017;9;590
23.04.2017;10:00-11:00;609;23.04.2017;10;609
23.04.2017;11:00-12:00;610;23.04.2017;11;610
23.04.2017;12:00-13:00;611;23.04.2017;12;611
23.04.2017;13:00-14:00;608;23.04.2017;13;608
23.04.2017;14:00-15:00;598;23.04.2017;14;598
23.04.2017;15:00-16:00;593;23.04.2017;15;593
23.04.2017;16:00-17:00;588;23.04.2017;16;588
23.04.2017;17:00-18:00;587;23.04.2017;17;587
23.04.2017;18:00-19:00;591;23.04.2017;18;591
23.04.2017;19:00-20:00;602;23.04.2017;19;602
23.04.2017;20:00-21:00;642;23.04.2017;20;642
23.04.2017;21:00-22:00;649;23.04.2017;21;649
23.04.2017;22:00-23:00;604;23.04.2017;22;604
23.04.2017;23:00-24:00;555;23.04.2017;23;555
24.04.2017;00:00-01:00;521;24.04.2017;0;521
24.04.2017;01:00-02:00;503;24.04.2017;1;503
24.04.2017;02:00-03:00;494;24.04.2017;2;494
24.04.2017;03:00-04:00;493;24.04.2017;3;493
24.04.2017;04:00-05:00;492;24.04.2017;4;492
24.04.2017;05:00-06:00;495;24.04.2017;5;495
24.04.2017;06:00-07:00;544;24.04.2017;6;544
24.04.2017;07:00-08:00;608;24.04.2017;7;608
24.04.2017;08:00-09:00;673;24.04.2017;8;673
24.04.2017;09:00-10:00;706;24.04.2017;9;706
24.04.2017;10:00-11:00;703;24.04.2017;10;703
24.04.2017;11:00-12:00;695;24.04.2017;11;695
24.04.2017;12:00-13:00;670;24.04.2017;12;670
24.04.2017;13:00-14:00;678;24.04.2017;13;678
24.04.2017;14:00-15:00;668;24.04.2017;14;668
24.04.2017;15:00-16:00;658;24.04.2017;15;658
24.04.2017;16:00-17:00;642;24.04.2017;16;642
24.04.2017;17:00-18:00;627;24.04.2017;17;627
24.04.2017;18:00-19:00;622;24.04.2017;18;622
24.04.2017;19:00-20:00;626;24.04.2017;19;626
24.04.2017;20:00-21:00;662;24.04.2017;20;662
24.04.2017;21:00-22:00;670;24.04.2017;21;670
24.04.2017;22:00-23:00;622;24.04.2017;22;622
24.04.2017;23:00-24:00;570;24.04.2017;23;570
25.04.2017;00:00-01:00;534;25.04.2017;0;534
25.04.2017;01:00-02:00;514;25.04.2017;1;514
25.04.2017;02:00-03:00;505;25.04.2017;2;505
25.04.2017;03:00-04:00;502;25.04.2017;3;502
25.04.2017;04:00-05:00;501;25.04.2017;4;501
25.04.2017;05:00-06:00;503;25.04.2017;5;503
25.04.2017;06:00-07:00;548;25.04.2017;6;548
25.04.2017;07:00-08:00;604;25.04.2017;7;604
25.04.2017;08:00-09:00;651;25.04.2017;8;651
25.04.2017;09:00-10:00;672;25.04.2017;9;672
25.04.2017;10:00-11:00;660;25.04.2017;10;660
25.04.2017;11:00-12:00;650;25.04.2017;11;650
25.04.2017;12:00-13:00;635;25.04.2017;12;635
25.04.2017;13:00-14:00;648;25.04.2017;13;648
25.04.2017;14:00-15:00;639;25.04.2017;14;639
25.04.2017;15:00-16:00;630;25.04.2017;15;630
25.04.2017;16:00-17:00;618;25.04.2017;16;618
25.04.2017;17:00-18:00;602;25.04.2017;17;602
25.04.2017;18:00-19:00;601;25.04.2017;18;601
25.04.2017;19:00-20:00;614;25.04.2017;19;614
25.04.2017;20:00-21:00;651;25.04.2017;20;651
25.04.2017;21:00-22:00;656;25.04.2017;21;656
25.04.2017;22:00-23:00;608;25.04.2017;22;608
25.04.2017;23:00-24:00;559;25.04.2017;23;559
26.04.2017;00:00-01:00;521;26.04.2017;0;521
26.04.2017;01:00-02:00;502;26.04.2017;1;502
26.04.2017;02:00-03:00;491;26.04.2017;2;491
26.04.2017;03:00-04:00;490;26.04.2017;3;490
26.04.2017;04:00-05:00;489;26.04.2017;4;489
26.04.2017;05:00-06:00;491;26.04.2017;5;491
26.04.2017;06:00-07:00;537;26.04.2017;6;537
26.04.2017;07:00-08:00;599;26.04.2017;7;599
26.04.2017;08:00-09:00;658;26.04.2017;8;658
26.04.2017;09:00-10:00;683;26.04.2017;9;683
26.04.2017;10:00-11:00;683;26.04.2017;10;683
26.04.2017;11:00-12:00;683;26.04.2017;11;683
26.04.2017;12:00-13:00;671;26.04.2017;12;671
26.04.2017;13:00-14:00;688;26.04.2017;13;688
26.04.2017;14:00-15:00;684;26.04.2017;14;684
26.04.2017;15:00-16:00;675;26.04.2017;15;675
26.04.2017;16:00-17:00;662;26.04.2017;16;662
26.04.2017;17:00-18:00;648;26.04.2017;17;648
26.04.2017;18:00-19:00;648;26.04.2017;18;648
26.04.2017;19:00-20:00;648;26.04.2017;19;648
26.04.2017;20:00-21:00;666;26.04.2017;20;666
26.04.2017;21:00-22:00;667;26.04.2017;21;667
26.04.2017;22:00-23:00;615;26.04.2017;22;615
26.04.2017;23:00-24:00;562;26.04.2017;23;562
27.04.2017;00:00-01:00;526;27.04.2017;0;526
27.04.2017;01:00-02:00;505;27.04.2017;1;505
27.04.2017;02:00-03:00;497;27.04.2017;2;497
27.04.2017;03:00-04:00;494;27.04.2017;3;494
27.04.2017;04:00-05:00;492;27.04.2017;4;492
27.04.2017;05:00-06:00;496;27.04.2017;5;496
27.04.2017;06:00-07:00;539;27.04.2017;6;539
27.04.2017;07:00-08:00;599;27.04.2017;7;599
27.04.2017;08:00-09:00;660;27.04.2017;8;660
27.04.2017;09:00-10:00;687;27.04.2017;9;687
27.04.2017;10:00-11:00;686;27.04.2017;10;686
27.04.2017;11:00-12:00;684;27.04.2017;11;684
27.04.2017;12:00-13:00;671;27.04.2017;12;671
27.04.2017;13:00-14:00;681;27.04.2017;13;681
27.04.2017;14:00-15:00;680;27.04.2017;14;680
27.04.2017;15:00-16:00;672;27.04.2017;15;672
27.04.2017;16:00-17:00;659;27.04.2017;16;659
27.04.2017;17:00-18:00;649;27.04.2017;17;649
27.04.2017;18:00-19:00;648;27.04.2017;18;648
27.04.2017;19:00-20:00;656;27.04.2017;19;656
27.04.2017;20:00-21:00;673;27.04.2017;20;673
27.04.2017;21:00-22:00;670;27.04.2017;21;670
27.04.2017;22:00-23:00;622;27.04.2017;22;622
27.04.2017;23:00-24:00;567;27.04.2017;23;567
28.04.2017;00:00-01:00;530;28.04.2017;0;530
28.04.2017;01:00-02:00;508;28.04.2017;1;508
28.04.2017;02:00-03:00;499;28.04.2017;2;499
28.04.2017;03:00-04:00;498;28.04.2017;3;498
28.04.2017;04:00-05:00;495;28.04.2017;4;495
28.04.2017;05:00-06:00;496;28.04.2017;5;496
28.04.2017;06:00-07:00;542;28.04.2017;6;542
28.04.2017;07:00-08:00;598;28.04.2017;7;598
28.04.2017;08:00-09:00;651;28.04.2017;8;651
28.04.2017;09:00-10:00;675;28.04.2017;9;675
28.04.2017;10:00-11:00;667;28.04.2017;10;667
28.04.2017;11:00-12:00;656;28.04.2017;11;656
28.04.2017;12:00-13:00;638;28.04.2017;12;638
28.04.2017;13:00-14:00;643;28.04.2017;13;643
28.04.2017;14:00-15:00;636;28.04.2017;14;636
28.04.2017;15:00-16:00;623;28.04.2017;15;623
28.04.2017;16:00-17:00;614;28.04.2017;16;614
28.04.2017;17:00-18:00;608;28.04.2017;17;608
28.04.2017;18:00-19:00;614;28.04.2017;18;614
28.04.2017;19:00-20:00;628;28.04.2017;19;628
28.04.2017;20:00-21:00;658;28.04.2017;20;658
28.04.2017;21:00-22:00;658;28.04.2017;21;658
28.04.2017;22:00-23:00;617;28.04.2017;22;617
28.04.2017;23:00-24:00;569;28.04.2017;23;569
29.04.2017;00:00-01:00;532;29.04.2017;0;532
29.04.2017;01:00-02:00;507;29.04.2017;1;507
29.04.2017;02:00-03:00;496;29.04.2017;2;496
29.04.2017;03:00-04:00;490;29.04.2017;3;490
29.04.2017;04:00-05:00;484;29.04.2017;4;484
29.04.2017;05:00-06:00;478;29.04.2017;5;478
29.04.2017;06:00-07:00;493;29.04.2017;6;493
29.04.2017;07:00-08:00;526;29.04.2017;7;526
29.04.2017;08:00-09:00;573;29.04.2017;8;573
29.04.2017;09:00-10:00;607;29.04.2017;9;607
29.04.2017;10:00-11:00;617;29.04.2017;10;617
29.04.2017;11:00-12:00;612;29.04.2017;11;612
29.04.2017;12:00-13:00;599;29.04.2017;12;599
29.04.2017;13:00-14:00;589;29.04.2017;13;589
29.04.2017;14:00-15:00;579;29.04.2017;14;579
29.04.2017;15:00-16:00;571;29.04.2017;15;571
29.04.2017;16:00-17:00;565;29.04.2017;16;565
29.04.2017;17:00-18:00;566;29.04.2017;17;566
29.04.2017;18:00-19:00;572;29.04.2017;18;572
29.04.2017;19:00-20:00;585;29.04.2017;19;585
29.04.2017;20:00-21:00;616;29.04.2017;20;616
29.04.2017;21:00-22:00;626;29.04.2017;21;626
29.04.2017;22:00-23:00;587;29.04.2017;22;587
29.04.2017;23:00-24:00;541;29.04.2017;23;541
30.04.2017;00:00-01:00;500;30.04.2017;0;500
30.04.2017;01:00-02:00;472;30.04.2017;1;472
30.04.2017;02:00-03:00;459;30.04.2017;2;459
30.04.2017;03:00-04:00;454;30.04.2017;3;454
30.04.2017;04:00-05:00;444;30.04.2017;4;444
30.04.2017;05:00-06:00;432;30.04.2017;5;432
30.04.2017;06:00-07:00;447;30.04.2017;6;447
30.04.2017;07:00-08:00;472;30.04.2017;7;472
30.04.2017;08:00-09:00;505;30.04.2017;8;505
30.04.2017;09:00-10:00;529;30.04.2017;9;529
30.04.2017;10:00-11:00;532;30.04.2017;10;532
