Дата;Местное время Тверь;Потребление факт, МВтч;DATE;HOUR;FACT
14.06.2016;17:00-18:00;479;14.06.2016;17;479
14.06.2016;18:00-19:00;469;14.06.2016;18;469
14.06.2016;19:00-20:00;472;14.06.2016;19;472
14.06.2016;20:00-21:00;481;14.06.2016;20;481
14.06.2016;21:00-22:00;500;14.06.2016;21;500
14.06.2016;22:00-23:00;500;14.06.2016;22;500
14.06.2016;23:00-24:00;453;14.06.2016;23;453
15.06.2016;00:00-01:00;401;15.06.2016;0;401
15.06.2016;01:00-02:00;370;15.06.2016;1;370
15.06.2016;02:00-03:00;355;15.06.2016;2;355
15.06.2016;03:00-04:00;336;15.06.2016;3;336
15.06.2016;04:00-05:00;331;15.06.2016;4;331
15.06.2016;05:00-06:00;347;15.06.2016;5;347
15.06.2016;06:00-07:00;389;15.06.2016;6;389
15.06.2016;07:00-08:00;442;15.06.2016;7;442
15.06.2016;08:00-09:00;504;15.06.2016;8;504
15.06.2016;09:00-10:00;536;15.06.2016;9;536
15.06.2016;10:00-11:00;538;15.06.2016;10;538
15.06.2016;11:00-12:00;533;15.06.2016;11;533
15.06.2016;12:00-13:00;519;15.06.2016;12;519
15.06.2016;13:00-14:00;530;15.06.2016;13;530
15.06.2016;14:00-15:00;522;15.06.2016;14;522
15.06.2016;15:00-16:00;510;15.06.2016;15;510
15.06.2016;16:00-17:00;496;15.06.2016;16;496
15.06.2016;17:00-18:00;478;15.06.2016;17;478
15.06.2016;18:00-19:00;469;15.06.2016;18;469
15.06.2016;19:00-20:00;468;15.06.2016;19;468
15.06.2016;20:00-21:00;475;15.06.2016;20;475
15.06.2016;21:00-22:00;487;15.06.2016;21;487
15.06.2016;22:00-23:00;488;15.06.2016;22;488
15.06.2016;23:00-24:00;440;15.06.2016;23;440
16.06.2016;00:00-01:00;391;16.06.2016;0;391
16.06.2016;01:00-02:00;363;16.06.2016;1;363
16.06.2016;02:00-03:00;345;16.06.2016;2;345
16.06.2016;03:00-04:00;323;16.06.2016;3;323
16.06.2016;04:00-05:00;317;16.06.2016;4;317
16.06.2016;05:00-06:00;332;16.06.2016;5;332
16.06.2016;06:00-07:00;374;16.06.2016;6;374
16.06.2016;07:00-08:00;429;16.06.2016;7;429
16.06.2016;08:00-09:00;494;16.06.2016;8;494
16.06.2016;09:00-10:00;531;16.06.2016;9;531
16.06.2016;10:00-11:00;533;16.06.2016;10;533
16.06.2016;11:00-12:00;531;16.06.2016;11;531
16.06.2016;12:00-13:00;518;16.06.2016;12;518
16.06.2016;13:00-14:00;529;16.06.2016;13;529
16.06.2016;14:00-15:00;524;16.06.2016;14;524
16.06.2016;15:00-16:00;516;16.06.2016;15;516
16.06.2016;16:00-17:00;503;16.06.2016;16;503
16.06.2016;17:00-18:00;479;16.06.2016;17;479
16.06.2016;18:00-19:00;478;16.06.2016;18;478
16.06.2016;19:00-20:00;486;16.06.2016;19;486
16.06.2016;20:00-21:00;495;16.06.2016;20;495
16.06.2016;21:00-22:00;493;16.06.2016;21;493
16.06.2016;22:00-23:00;477;16.06.2016;22;477
16.06.2016;23:00-24:00;431;16.06.2016;23;431
17.06.2016;00:00-01:00;385;17.06.2016;0;385
17.06.2016;01:00-02:00;357;17.06.2016;1;357
17.06.2016;02:00-03:00;340;17.06.2016;2;340
17.06.2016;03:00-04:00;322;17.06.2016;3;322
17.06.2016;04:00-05:00;313;17.06.2016;4;313
17.06.2016;05:00-06:00;323;17.06.2016;5;323
17.06.2016;06:00-07:00;364;17.06.2016;6;364
17.06.2016;07:00-08:00;417;17.06.2016;7;417
17.06.2016;08:00-09:00;480;17.06.2016;8;480
17.06.2016;09:00-10:00;523;17.06.2016;9;523
17.06.2016;10:00-11:00;528;17.06.2016;10;528
17.06.2016;11:00-12:00;526;17.06.2016;11;526
17.06.2016;12:00-13:00;511;17.06.2016;12;511
17.06.2016;13:00-14:00;523;17.06.2016;13;523
17.06.2016;14:00-15:00;516;17.06.2016;14;516
17.06.2016;15:00-16:00;505;17.06.2016;15;505
17.06.2016;16:00-17:00;488;17.06.2016;16;488
17.06.2016;17:00-18:00;472;17.06.2016;17;472
17.06.2016;18:00-19:00;464;17.06.2016;18;464
17.06.2016;19:00-20:00;462;17.06.2016;19;462
17.06.2016;20:00-21:00;465;17.06.2016;20;465
17.06.2016;21:00-22:00;476;17.06.2016;21;476
17.06.2016;22:00-23:00;485;17.06.2016;22;485
17.06.2016;23:00-24:00;444;17.06.2016;23;444
18.06.2016;00:00-01:00;392;18.06.2016;0;392
18.06.2016;01:00-02:00;359;18.06.2016;1;359
18.06.2016;02:00-03:00;340;18.06.2016;2;340
18.06.2016;03:00-04:00;316;18.06.2016;3;316
18.06.2016;04:00-05:00;305;18.06.2016;4;305
18.06.2016;05:00-06:00;306;18.06.2016;5;306
18.06.2016;06:00-07:00;329;18.06.2016;6;329
18.06.2016;07:00-08:00;360;18.06.2016;7;360
18.06.2016;08:00-09:00;410;18.06.2016;8;410
18.06.2016;09:00-10:00;443;18.06.2016;9;443
18.06.2016;10:00-11:00;460;18.06.2016;10;460
18.06.2016;11:00-12:00;459;18.06.2016;11;459
18.06.2016;12:00-13:00;457;18.06.2016;12;457
18.06.2016;13:00-14:00;457;18.06.2016;13;457
18.06.2016;14:00-15:00;451;18.06.2016;14;451
18.06.2016;15:00-16:00;445;18.06.2016;15;445
18.06.2016;16:00-17:00;439;18.06.2016;16;439
18.06.2016;17:00-18:00;438;18.06.2016;17;438
18.06.2016;18:00-19:00;439;18.06.2016;18;439
18.06.2016;19:00-20:00;441;18.06.2016;19;441
18.06.2016;20:00-21:00;443;18.06.2016;20;443
18.06.2016;21:00-22:00;452;18.06.2016;21;452
18.06.2016;22:00-23:00;455;18.06.2016;22;455
18.06.2016;23:00-24:00;420;18.06.2016;23;420
19.06.2016;00:00-01:00;379;19.06.2016;0;379
19.06.2016;01:00-02:00;352;19.06.2016;1;352
19.06.2016;02:00-03:00;332;19.06.2016;2;332
19.06.2016;03:00-04:00;305;19.06.2016;3;305
19.06.2016;04:00-05:00;294;19.06.2016;4;294
19.06.2016;05:00-06:00;299;19.06.2016;5;299
19.06.2016;06:00-07:00;315;19.06.2016;6;315
19.06.2016;07:00-08:00;342;19.06.2016;7;342
19.06.2016;08:00-09:00;382;19.06.2016;8;382
19.06.2016;09:00-10:00;413;19.06.2016;9;413
19.06.2016;10:00-11:00;426;19.06.2016;10;426
19.06.2016;11:00-12:00;426;19.06.2016;11;426
19.06.2016;12:00-13:00;427;19.06.2016;12;427
19.06.2016;13:00-14:00;428;19.06.2016;13;428
19.06.2016;14:00-15:00;426;19.06.2016;14;426
19.06.2016;15:00-16:00;421;19.06.2016;15;421
19.06.2016;16:00-17:00;418;19.06.2016;16;418
19.06.2016;17:00-18:00;417;19.06.2016;17;417
19.06.2016;18:00-19:00;419;19.06.2016;18;419
19.06.2016;19:00-20:00;421;19.06.2016;19;421
19.06.2016;20:00-21:00;428;19.06.2016;20;428
19.06.2016;21:00-22:00;441;19.06.2016;21;441
19.06.2016;22:00-23:00;448;19.06.2016;22;448
19.06.2016;23:00-24:00;410;19.06.2016;23;410
20.06.2016;00:00-01:00;364;20.06.2016;0;364
20.06.2016;01:00-02:00;332;20.06.2016;1;332
20.06.2016;02:00-03:00;313;20.06.2016;2;313
20.06.2016;03:00-04:00;294;20.06.2016;3;294
20.06.2016;04:00-05:00;291;20.06.2016;4;291
20.06.2016;05:00-06:00;309;20.06.2016;5;309
20.06.2016;06:00-07:00;355;20.06.2016;6;355
20.06.2016;07:00-08:00;415;20.06.2016;7;415
20.06.2016;08:00-09:00;492;20.06.2016;8;492
20.06.2016;09:00-10:00;536;20.06.2016;9;536
20.06.2016;10:00-11:00;535;20.06.2016;10;535
20.06.2016;11:00-12:00;530;20.06.2016;11;530
20.06.2016;12:00-13:00;513;20.06.2016;12;513
20.06.2016;13:00-14:00;523;20.06.2016;13;523
20.06.2016;14:00-15:00;519;20.06.2016;14;519
20.06.2016;15:00-16:00;508;20.06.2016;15;508
20.06.2016;16:00-17:00;492;20.06.2016;16;492
20.06.2016;17:00-18:00;472;20.06.2016;17;472
20.06.2016;18:00-19:00;465;20.06.2016;18;465
20.06.2016;19:00-20:00;466;20.06.2016;19;466
20.06.2016;20:00-21:00;472;20.06.2016;20;472
20.06.2016;21:00-22:00;484;20.06.2016;21;484
20.06.2016;22:00-23:00;479;20.06.2016;22;479
20.06.2016;23:00-24:00;432;20.06.2016;23;432
21.06.2016;00:00-01:00;378;21.06.2016;0;378
21.06.2016;01:00-02:00;348;21.06.2016;1;348
21.06.2016;02:00-03:00;334;21.06.2016;2;334
21.06.2016;03:00-04:00;314;21.06.2016;3;314
21.06.2016;04:00-05:00;309;21.06.2016;4;309
21.06.2016;05:00-06:00;323;21.06.2016;5;323
21.06.2016;06:00-07:00;365;21.06.2016;6;365
21.06.2016;07:00-08:00;420;21.06.2016;7;420
21.06.2016;08:00-09:00;493;21.06.2016;8;493
21.06.2016;09:00-10:00;530;21.06.2016;9;530
21.06.2016;10:00-11:00;535;21.06.2016;10;535
21.06.2016;11:00-12:00;531;21.06.2016;11;531
21.06.2016;12:00-13:00;519;21.06.2016;12;519
21.06.2016;13:00-14:00;523;21.06.2016;13;523
21.06.2016;14:00-15:00;511;21.06.2016;14;511
21.06.2016;15:00-16:00;488;21.06.2016;15;488
21.06.2016;16:00-17:00;479;21.06.2016;16;479
21.06.2016;17:00-18:00;467;21.06.2016;17;467
21.06.2016;18:00-19:00;466;21.06.2016;18;466
21.06.2016;19:00-20:00;470;21.06.2016;19;470
21.06.2016;20:00-21:00;485;21.06.2016;20;485
21.06.2016;21:00-22:00;493;21.06.2016;21;493
21.06.2016;22:00-23:00;474;21.06.2016;22;474
21.06.2016;23:00-24:00;419;21.06.2016;23;419
22.06.2016;00:00-01:00;372;22.06.2016;0;372
22.06.2016;01:00-02:00;345;22.06.2016;1;345
22.06.2016;02:00-03:00;331;22.06.2016;2;331
22.06.2016;03:00-04:00;314;22.06.2016;3;314
22.06.2016;04:00-05:00;310;22.06.2016;4;310
22.06.2016;05:00-06:00;324;22.06.2016;5;324
22.06.2016;06:00-07:00;367;22.06.2016;6;367
22.06.2016;07:00-08:00;426;22.06.2016;7;426
22.06.2016;08:00-09:00;496;22.06.2016;8;496
22.06.2016;09:00-10:00;530;22.06.2016;9;530
22.06.2016;10:00-11:00;523;22.06.2016;10;523
22.06.2016;11:00-12:00;518;22.06.2016;11;518
22.06.2016;12:00-13:00;505;22.06.2016;12;505
22.06.2016;13:00-14:00;516;22.06.2016;13;516
22.06.2016;14:00-15:00;513;22.06.2016;14;513
22.06.2016;15:00-16:00;505;22.06.2016;15;505
22.06.2016;16:00-17:00;492;22.06.2016;16;492
22.06.2016;17:00-18:00;474;22.06.2016;17;474
22.06.2016;18:00-19:00;473;22.06.2016;18;473
22.06.2016;19:00-20:00;468;22.06.2016;19;468
22.06.2016;20:00-21:00;472;22.06.2016;20;472
22.06.2016;21:00-22:00;477;22.06.2016;21;477
22.06.2016;22:00-23:00;476;22.06.2016;22;476
22.06.2016;23:00-24:00;430;22.06.2016;23;430
23.06.2016;00:00-01:00;381;23.06.2016;0;381
23.06.2016;01:00-02:00;354;23.06.2016;1;354
23.06.2016;02:00-03:00;335;23.06.2016;2;335
23.06.2016;03:00-04:00;315;23.06.2016;3;315
23.06.2016;04:00-05:00;311;23.06.2016;4;311
23.06.2016;05:00-06:00;326;23.06.2016;5;326
23.06.2016;06:00-07:00;365;23.06.2016;6;365
23.06.2016;07:00-08:00;418;23.06.2016;7;418
23.06.2016;08:00-09:00;488;23.06.2016;8;488
23.06.2016;09:00-10:00;531;23.06.2016;9;531
23.06.2016;10:00-11:00;533;23.06.2016;10;533
23.06.2016;11:00-12:00;526;23.06.2016;11;526
23.06.2016;12:00-13:00;514;23.06.2016;12;514
23.06.2016;13:00-14:00;528;23.06.2016;13;528
23.06.2016;14:00-15:00;521;23.06.2016;14;521
23.06.2016;15:00-16:00;514;23.06.2016;15;514
23.06.2016;16:00-17:00;497;23.06.2016;16;497
23.06.2016;17:00-18:00;471;23.06.2016;17;471
23.06.2016;18:00-19:00;462;23.06.2016;18;462
23.06.2016;19:00-20:00;459;23.06.2016;19;459
23.06.2016;20:00-21:00;464;23.06.2016;20;464
23.06.2016;21:00-22:00;473;23.06.2016;21;473
23.06.2016;22:00-23:00;475;23.06.2016;22;475
23.06.2016;23:00-24:00;434;23.06.2016;23;434
24.06.2016;00:00-01:00;381;24.06.2016;0;381
24.06.2016;01:00-02:00;350;24.06.2016;1;350
24.06.2016;02:00-03:00;332;24.06.2016;2;332
24.06.2016;03:00-04:00;310;24.06.2016;3;310
24.06.2016;04:00-05:00;306;24.06.2016;4;306
24.06.2016;05:00-06:00;320;24.06.2016;5;320
24.06.2016;06:00-07:00;360;24.06.2016;6;360
24.06.2016;07:00-08:00;412;24.06.2016;7;412
24.06.2016;08:00-09:00;473;24.06.2016;8;473
24.06.2016;09:00-10:00;511;24.06.2016;9;511
24.06.2016;10:00-11:00;517;24.06.2016;10;517
24.06.2016;11:00-12:00;508;24.06.2016;11;508
24.06.2016;12:00-13:00;498;24.06.2016;12;498
24.06.2016;13:00-14:00;511;24.06.2016;13;511
24.06.2016;14:00-15:00;506;24.06.2016;14;506
24.06.2016;15:00-16:00;495;24.06.2016;15;495
24.06.2016;16:00-17:00;479;24.06.2016;16;479
24.06.2016;17:00-18:00;464;24.06.2016;17;464
24.06.2016;18:00-19:00;463;24.06.2016;18;463
24.06.2016;19:00-20:00;465;24.06.2016;19;465
24.06.2016;20:00-21:00;472;24.06.2016;20;472
24.06.2016;21:00-22:00;480;24.06.2016;21;480
24.06.2016;22:00-23:00;473;24.06.2016;22;473
24.06.2016;23:00-24:00;431;24.06.2016;23;431
25.06.2016;00:00-01:00;383;25.06.2016;0;383
25.06.2016;01:00-02:00;354;25.06.2016;1;354
25.06.2016;02:00-03:00;336;25.06.2016;2;336
25.06.2016;03:00-04:00;312;25.06.2016;3;312
25.06.2016;04:00-05:00;302;25.06.2016;4;302
25.06.2016;05:00-06:00;307;25.06.2016;5;307
25.06.2016;06:00-07:00;323;25.06.2016;6;323
25.06.2016;07:00-08:00;353;25.06.2016;7;353
25.06.2016;08:00-09:00;402;25.06.2016;8;402
25.06.2016;09:00-10:00;446;25.06.2016;9;446
25.06.2016;10:00-11:00;465;25.06.2016;10;465
25.06.2016;11:00-12:00;466;25.06.2016;11;466
25.06.2016;12:00-13:00;463;25.06.2016;12;463
25.06.2016;13:00-14:00;459;25.06.2016;13;459
25.06.2016;14:00-15:00;453;25.06.2016;14;453
25.06.2016;15:00-16:00;446;25.06.2016;15;446
25.06.2016;16:00-17:00;441;25.06.2016;16;441
25.06.2016;17:00-18:00;435;25.06.2016;17;435
25.06.2016;18:00-19:00;430;25.06.2016;18;430
25.06.2016;19:00-20:00;431;25.06.2016;19;431
25.06.2016;20:00-21:00;433;25.06.2016;20;433
25.06.2016;21:00-22:00;445;25.06.2016;21;445
25.06.2016;22:00-23:00;454;25.06.2016;22;454
25.06.2016;23:00-24:00;422;25.06.2016;23;422
26.06.2016;00:00-01:00;379;26.06.2016;0;379
26.06.2016;01:00-02:00;344;26.06.2016;1;344
26.06.2016;02:00-03:00;324;26.06.2016;2;324
26.06.2016;03:00-04:00;299;26.06.2016;3;299
26.06.2016;04:00-05:00;287;26.06.2016;4;287
26.06.2016;05:00-06:00;294;26.06.2016;5;294
26.06.2016;06:00-07:00;310;26.06.2016;6;310
26.06.2016;07:00-08:00;335;26.06.2016;7;335
26.06.2016;08:00-09:00;381;26.06.2016;8;381
26.06.2016;09:00-10:00;422;26.06.2016;9;422
26.06.2016;10:00-11:00;441;26.06.2016;10;441
26.06.2016;11:00-12:00;444;26.06.2016;11;444
26.06.2016;12:00-13:00;443;26.06.2016;12;443
26.06.2016;13:00-14:00;444;26.06.2016;13;444
26.06.2016;14:00-15:00;436;26.06.2016;14;436
26.06.2016;15:00-16:00;433;26.06.2016;15;433
26.06.2016;16:00-17:00;427;26.06.2016;16;427
26.06.2016;17:00-18:00;425;26.06.2016;17;425
26.06.2016;18:00-19:00;425;26.06.2016;18;425
26.06.2016;19:00-20:00;429;26.06.2016;19;429
26.06.2016;20:00-21:00;439;26.06.2016;20;439
26.06.2016;21:00-22:00;451;26.06.2016;21;451
26.06.2016;22:00-23:00;464;26.06.2016;22;464
26.06.2016;23:00-24:00;424;26.06.2016;23;424
27.06.2016;00:00-01:00;375;27.06.2016;0;375
27.06.2016;01:00-02:00;344;27.06.2016;1;344
27.06.2016;02:00-03:00;328;27.06.2016;2;328
27.06.2016;03:00-04:00;308;27.06.2016;3;308
27.06.2016;04:00-05:00;303;27.06.2016;4;303
27.06.2016;05:00-06:00;318;27.06.2016;5;318
27.06.2016;06:00-07:00;361;27.06.2016;6;361
27.06.2016;07:00-08:00;416;27.06.2016;7;416
27.06.2016;08:00-09:00;485;27.06.2016;8;485
27.06.2016;09:00-10:00;527;27.06.2016;9;527
27.06.2016;10:00-11:00;540;27.06.2016;10;540
27.06.2016;11:00-12:00;543;27.06.2016;11;543
27.06.2016;12:00-13:00;527;27.06.2016;12;527
27.06.2016;13:00-14:00;538;27.06.2016;13;538
27.06.2016;14:00-15:00;529;27.06.2016;14;529
27.06.2016;15:00-16:00;517;27.06.2016;15;517
27.06.2016;16:00-17:00;497;27.06.2016;16;497
27.06.2016;17:00-18:00;479;27.06.2016;17;479
27.06.2016;18:00-19:00;472;27.06.2016;18;472
27.06.2016;19:00-20:00;468;27.06.2016;19;468
27.06.2016;20:00-21:00;472;27.06.2016;20;472
27.06.2016;21:00-22:00;481;27.06.2016;21;481
27.06.2016;22:00-23:00;473;27.06.2016;22;473
27.06.2016;23:00-24:00;426;27.06.2016;23;426
28.06.2016;00:00-01:00;376;28.06.2016;0;376
28.06.2016;01:00-02:00;347;28.06.2016;1;347
28.06.2016;02:00-03:00;333;28.06.2016;2;333
28.06.2016;03:00-04:00;313;28.06.2016;3;313
28.06.2016;04:00-05:00;307;28.06.2016;4;307
28.06.2016;05:00-06:00;318;28.06.2016;5;318
28.06.2016;06:00-07:00;356;28.06.2016;6;356
28.06.2016;07:00-08:00;411;28.06.2016;7;411
28.06.2016;08:00-09:00;478;28.06.2016;8;478
28.06.2016;09:00-10:00;518;28.06.2016;9;518
28.06.2016;10:00-11:00;523;28.06.2016;10;523
28.06.2016;11:00-12:00;519;28.06.2016;11;519
28.06.2016;12:00-13:00;500;28.06.2016;12;500
28.06.2016;13:00-14:00;511;28.06.2016;13;511
28.06.2016;14:00-15:00;508;28.06.2016;14;508
28.06.2016;15:00-16:00;498;28.06.2016;15;498
28.06.2016;16:00-17:00;480;28.06.2016;16;480
28.06.2016;17:00-18:00;465;28.06.2016;17;465
28.06.2016;18:00-19:00;460;28.06.2016;18;460
28.06.2016;19:00-20:00;460;28.06.2016;19;460
28.06.2016;20:00-21:00;463;28.06.2016;20;463
28.06.2016;21:00-22:00;471;28.06.2016;21;471
28.06.2016;22:00-23:00;471;28.06.2016;22;471
28.06.2016;23:00-24:00;424;28.06.2016;23;424
29.06.2016;00:00-01:00;369;29.06.2016;0;369
29.06.2016;01:00-02:00;338;29.06.2016;1;338
29.06.2016;02:00-03:00;324;29.06.2016;2;324
29.06.2016;03:00-04:00;305;29.06.2016;3;305
29.06.2016;04:00-05:00;299;29.06.2016;4;299
29.06.2016;05:00-06:00;312;29.06.2016;5;312
29.06.2016;06:00-07:00;350;29.06.2016;6;350
29.06.2016;07:00-08:00;406;29.06.2016;7;406
29.06.2016;08:00-09:00;472;29.06.2016;8;472
29.06.2016;09:00-10:00;513;29.06.2016;9;513
29.06.2016;10:00-11:00;517;29.06.2016;10;517
29.06.2016;11:00-12:00;525;29.06.2016;11;525
29.06.2016;12:00-13:00;507;29.06.2016;12;507
29.06.2016;13:00-14:00;519;29.06.2016;13;519
29.06.2016;14:00-15:00;516;29.06.2016;14;516
29.06.2016;15:00-16:00;504;29.06.2016;15;504
29.06.2016;16:00-17:00;493;29.06.2016;16;493
29.06.2016;17:00-18:00;473;29.06.2016;17;473
29.06.2016;18:00-19:00;466;29.06.2016;18;466
29.06.2016;19:00-20:00;458;29.06.2016;19;458
29.06.2016;20:00-21:00;461;29.06.2016;20;461
29.06.2016;21:00-22:00;473;29.06.2016;21;473
29.06.2016;22:00-23:00;472;29.06.2016;22;472
29.06.2016;23:00-24:00;425;29.06.2016;23;425
30.06.2016;00:00-01:00;376;30.06.2016;0;376
30.06.2016;01:00-02:00;346;30.06.2016;1;346
30.06.2016;02:00-03:00;329;30.06.2016;2;329
30.06.2016;03:00-04:00;311;30.06.2016;3;311
30.06.2016;04:00-05:00;304;30.06.2016;4;304
30.06.2016;05:00-06:00;315;30.06.2016;5;315
30.06.2016;06:00-07:00;355;30.06.2016;6;355
30.06.2016;07:00-08:00;404;30.06.2016;7;404
30.06.2016;08:00-09:00;473;30.06.2016;8;473
30.06.2016;09:00-10:00;519;30.06.2016;9;519
30.06.2016;10:00-11:00;525;30.06.2016;10;525
30.06.2016;11:00-12:00;520;30.06.2016;11;520
30.06.2016;12:00-13:00;507;30.06.2016;12;507
30.06.2016;13:00-14:00;520;30.06.2016;13;520
30.06.2016;14:00-15:00;516;30.06.2016;14;516
30.06.2016;15:00-16:00;506;30.06.2016;15;506
30.06.2016;16:00-17:00;486;30.06.2016;16;486
30.06.2016;17:00-18:00;469;30.06.2016;17;469
30.06.2016;18:00-19:00;459;30.06.2016;18;459
30.06.2016;19:00-20:00;456;30.06.2016;19;456
30.06.2016;20:00-21:00;459;30.06.2016;20;459
30.06.2016;21:00-22:00;471;30.06.2016;21;471
30.06.2016;22:00-23:00;476;30.06.2016;22;476
30.06.2016;23:00-24:00;430;30.06.2016;23;430
01.07.2016;00:00-01:00;394;01.07.2016;0;394
01.07.2016;01:00-02:00;358;01.07.2016;1;358
01.07.2016;02:00-03:00;342;01.07.2016;2;342
01.07.2016;03:00-04:00;322;01.07.2016;3;322
01.07.2016;04:00-05:00;313;01.07.2016;4;313
01.07.2016;05:00-06:00;327;01.07.2016;5;327
01.07.2016;06:00-07:00;364;01.07.2016;6;364
01.07.2016;07:00-08:00;414;01.07.2016;7;414
01.07.2016;08:00-09:00;479;01.07.2016;8;479
01.07.2016;09:00-10:00;518;01.07.2016;9;518
01.07.2016;10:00-11:00;526;01.07.2016;10;526
01.07.2016;11:00-12:00;522;01.07.2016;11;522
01.07.2016;12:00-13:00;510;01.07.2016;12;510
01.07.2016;13:00-14:00;520;01.07.2016;13;520
01.07.2016;14:00-15:00;517;01.07.2016;14;517
01.07.2016;15:00-16:00;508;01.07.2016;15;508
01.07.2016;16:00-17:00;489;01.07.2016;16;489
01.07.2016;17:00-18:00;481;01.07.2016;17;481
01.07.2016;18:00-19:00;474;01.07.2016;18;474
01.07.2016;19:00-20:00;467;01.07.2016;19;467
01.07.2016;20:00-21:00;472;01.07.2016;20;472
01.07.2016;21:00-22:00;484;01.07.2016;21;484
01.07.2016;22:00-23:00;488;01.07.2016;22;488
01.07.2016;23:00-24:00;448;01.07.2016;23;448
02.07.2016;00:00-01:00;400;02.07.2016;0;400
02.07.2016;01:00-02:00;366;02.07.2016;1;366
02.07.2016;02:00-03:00;343;02.07.2016;2;343
02.07.2016;03:00-04:00;321;02.07.2016;3;321
02.07.2016;04:00-05:00;305;02.07.2016;4;305
02.07.2016;05:00-06:00;313;02.07.2016;5;313
02.07.2016;06:00-07:00;333;02.07.2016;6;333
02.07.2016;07:00-08:00;363;02.07.2016;7;363
02.07.2016;08:00-09:00;412;02.07.2016;8;412
02.07.2016;09:00-10:00;453;02.07.2016;9;453
02.07.2016;10:00-11:00;473;02.07.2016;10;473
02.07.2016;11:00-12:00;481;02.07.2016;11;481
02.07.2016;12:00-13:00;477;02.07.2016;12;477
02.07.2016;13:00-14:00;477;02.07.2016;13;477
02.07.2016;14:00-15:00;469;02.07.2016;14;469
02.07.2016;15:00-16:00;463;02.07.2016;15;463
02.07.2016;16:00-17:00;460;02.07.2016;16;460
02.07.2016;17:00-18:00;455;02.07.2016;17;455
02.07.2016;18:00-19:00;450;02.07.2016;18;450
02.07.2016;19:00-20:00;449;02.07.2016;19;449
02.07.2016;20:00-21:00;447;02.07.2016;20;447
02.07.2016;21:00-22:00;459;02.07.2016;21;459
02.07.2016;22:00-23:00;469;02.07.2016;22;469
02.07.2016;23:00-24:00;436;02.07.2016;23;436
03.07.2016;00:00-01:00;389;03.07.2016;0;389
03.07.2016;01:00-02:00;359;03.07.2016;1;359
03.07.2016;02:00-03:00;340;03.07.2016;2;340
03.07.2016;03:00-04:00;317;03.07.2016;3;317
03.07.2016;04:00-05:00;305;03.07.2016;4;305
03.07.2016;05:00-06:00;309;03.07.2016;5;309
03.07.2016;06:00-07:00;327;03.07.2016;6;327
03.07.2016;07:00-08:00;351;03.07.2016;7;351
03.07.2016;08:00-09:00;398;03.07.2016;8;398
03.07.2016;09:00-10:00;441;03.07.2016;9;441
03.07.2016;10:00-11:00;460;03.07.2016;10;460
03.07.2016;11:00-12:00;464;03.07.2016;11;464
03.07.2016;12:00-13:00;461;03.07.2016;12;461
03.07.2016;13:00-14:00;462;03.07.2016;13;462
03.07.2016;14:00-15:00;459;03.07.2016;14;459
03.07.2016;15:00-16:00;452;03.07.2016;15;452
03.07.2016;16:00-17:00;448;03.07.2016;16;448
03.07.2016;17:00-18:00;444;03.07.2016;17;444
03.07.2016;18:00-19:00;446;03.07.2016;18;446
03.07.2016;19:00-20:00;448;03.07.2016;19;448
03.07.2016;20:00-21:00;455;03.07.2016;20;455
03.07.2016;21:00-22:00;477;03.07.2016;21;477
03.07.2016;22:00-23:00;484;03.07.2016;22;484
03.07.2016;23:00-24:00;438;03.07.2016;23;438
04.07.2016;00:00-01:00;387;04.07.2016;0;387
04.07.2016;01:00-02:00;355;04.07.2016;1;355
04.07.2016;02:00-03:00;342;04.07.2016;2;342
04.07.2016;03:00-04:00;323;04.07.2016;3;323
04.07.2016;04:00-05:00;307;04.07.2016;4;307
04.07.2016;05:00-06:00;321;04.07.2016;5;321
04.07.2016;06:00-07:00;360;04.07.2016;6;360
04.07.2016;07:00-08:00;413;04.07.2016;7;413
04.07.2016;08:00-09:00;485;04.07.2016;8;485
04.07.2016;09:00-10:00;530;04.07.2016;9;530
04.07.2016;10:00-11:00;545;04.07.2016;10;545
04.07.2016;11:00-12:00;551;04.07.2016;11;551
04.07.2016;12:00-13:00;535;04.07.2016;12;535
04.07.2016;13:00-14:00;542;04.07.2016;13;542
04.07.2016;14:00-15:00;537;04.07.2016;14;537
04.07.2016;15:00-16:00;531;04.07.2016;15;531
04.07.2016;16:00-17:00;516;04.07.2016;16;516
04.07.2016;17:00-18:00;502;04.07.2016;17;502
04.07.2016;18:00-19:00;496;04.07.2016;18;496
04.07.2016;19:00-20:00;496;04.07.2016;19;496
04.07.2016;20:00-21:00;507;04.07.2016;20;507
04.07.2016;21:00-22:00;507;04.07.2016;21;507
04.07.2016;22:00-23:00;480;04.07.2016;22;480
04.07.2016;23:00-24:00;428;04.07.2016;23;428
05.07.2016;00:00-01:00;382;05.07.2016;0;382
05.07.2016;01:00-02:00;354;05.07.2016;1;354
05.07.2016;02:00-03:00;340;05.07.2016;2;340
05.07.2016;03:00-04:00;325;05.07.2016;3;325
05.07.2016;04:00-05:00;316;05.07.2016;4;316
05.07.2016;05:00-06:00;328;05.07.2016;5;328
05.07.2016;06:00-07:00;366;05.07.2016;6;366
05.07.2016;07:00-08:00;420;05.07.2016;7;420
05.07.2016;08:00-09:00;484;05.07.2016;8;484
05.07.2016;09:00-10:00;524;05.07.2016;9;524
05.07.2016;10:00-11:00;533;05.07.2016;10;533
